Match Point|Name|Geography|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|NAARCO|NAARCO URL|Medium|Birth Year|Death Year|Cross-Index|Wikidata ID|ULAN ID|VIAF URI|NACO|Alternate name(s)|Last name|First name
NA-1351|Toya, Dominique|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Toya%2C+Dominique%22+or+%22Dominique+Toya%22+or+%22Mariam+Camille+Toya%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Toya%2C+Dominique%22+or+%22Dominique+Toya%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=25bebefd-83fd-428e-8d3c-3909e6473135|ceramicist / potter|1971|||Q121070490||||Damian Toya; Mariam Camille Toya|Toya|Dominique
NA-1352|Toya, Mary Ellen|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Toya%2C%20Mary%20Ellen%22%20or%20%22Mary%20Toya%22)%20or%20(%22mary%20ellen%20toya%22%20or%20%22Mary%20e.%20toya%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Mary_Ellen_Toya|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=309a8875-a012-465c-883f-1bbf535c761f|ceramicist / potter|1934|1990||Q58619359||||Mary Toya; Mary E. Toya|Toya|Mary
NA-0241|Tremblay, Gail|Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tremblay%2C+Gail%22+or+%22Gail+Tremblay%22+or+%22gail+e.+tremblay%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Tremblay%2C+Gail%22+or+%22Gail+Tremblay%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Gail_Tremblay|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=44a0c2ff-e03a-4418-bf0d-8aff5bc0b658|basket maker; installation artist; mixed-media artist; sculptor; textile/fiber artist; weaver|1945|||Q544855|500127656|http://viaf.org/viaf/14838601|n81122617|Gail E. Tremblay|Tremblay|Gail
NA-0434|Tripp, Brian|Pacific|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tripp%2C+Brian%22+or+%22Brian+Tripp%22+or+%22Brian+D.+Tripp%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Tripp%2C+Brian%22+or+%22Brian+Tripp%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=1bb7feea-aa1f-4187-a15d-c254946a9277|draftsperson; mixed-media artist; painter|1945|2022||Q114783719|500127658|http://viaf.org/viaf/164555069|no2010122178|B. D. Tripp; Brian D. Tripp|Tripp|Brian
NA-2066|Trudeau, Maya Margaret Charlie|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Trudeau%2C%20Maya%20Margaret%20Charlie%22%20or%20%22Maya%20Margaret%20Charlie%20Trudeau%22)%20or%20(%22Maya%20Trudeau%22)&searchscope=1&SORT=R|||||||painter|2003|||Q121344170|||||Trudeau|Maya Margaret Charlie
NA-2067|Trudeau, Patrick C.|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Trudeau%2C%20Patrick%20C.%22%20or%20%22Patrick%20C.%20Trudeau%22)%20or%20(%22patrick%20trudeau%22)&searchscope=1&SORT=R|||||||painter|1969|||Q121344400|||||Trudeau|Patrick C.
NA-1356|Trujillo, Dorothy|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trujillo%2C+Dorothy%22+or+%22Dorothy+Trujillo%22+or+%22Dorothy+Mae+Trujillo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Trujillo%2C+Dorothy%22+or+%22Dorothy+Trujillo%22%26SORT%3DA|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=7b4a748e-8438-480b-84b5-74ee5ddcb1c9|jewelry artist; ceramicist / potter|1932|1999||Q84499652|500127660|http://viaf.org/viaf/96625297||Dorothy Mae Trujillo|Trujillo|Dorothy
NA-1359|Tsatoke, Jr., Lee|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22Tsatoke%2C%20Jr.%2C%20Lee%22%20or%20%22Lee%20Tsatoke%22%20or%20%22Lee%20Monett%20Tsatoke%22)%20)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=8e82b75e-b993-4a87-bedd-c14681c7696b|painter||||Q121130376||||Lee Tsatoke, Jr.; Tsa To Kee; Tsa To Kee (Lee Tsatoke); Lee Monett Tsatoke, Jr.|Tsatoke|Lee
NA-0239|Tsatoke, Monroe|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsatoke,%20Monroe%22%20or%20%22Monroe%20Tsatoke%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Monroe_Tsatoke|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=bf524e0f-9b38-4e34-b902-5978ba64b407|muralist; painter|1904|1937||Q6902410|500127669|http://viaf.org/viaf/96625382|n83139192|Hunting Horse; Monroe Tsa Toke; Monroe Tsa-Toke; Monroe Tsa-To-Ke; Munroe Tsa-to-ke; Tsa To Kee; Tsa To Kee (Monroe Tsatoke); Tsa Toke; Tsa-To-Ke|Tsatoke|Monroe
NA-1418|Tsatoke, Sr., Lee Monett|Southern Plains|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22Tsatoke%2C+Lee+Monett%22+or+%22Lee+Monett+Tsatoke%2C%22+or+%22lee+monette+tsatoke%22&searchscope=1&HISTORY=|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=e86c72b3-354c-42eb-8f2f-af3005ff3ef6|painter|1929|1985||Q104557777|500127668|http://viaf.org/viaf/96625376|no2022109349|Lee Monette Tsatoke, Sr.; Lee Tsa-Toke; Hunting Horse; Lee Monett Tsatoke; Lee Monett Tsa-Toke; Lee Monette; Lee Monnet Tsatoke; Lee Tsa Toke; Lee TsaToke (1929-1985); Tsa To Kee; Tsa To Kee (Lee Monette Tsatoke); Tsain-Taunkee; Tsatoke|Tsatoke|Lee Monett
NA-1360|Tsikewa, David|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsikewa,%20David%22%20or%20%22David%20Tsikewa%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=272ae9e3-1e2c-4287-8ac4-4849240b7432|carver; carver (fetish); jewelry artist||||Q121070474||||David Tsikewa?|Tsikewa|David
NA-1361|Tsinajinnie, Andrew Van|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tsinajinnie%2C%20Andrew%20Van%22%20or%20%22Andrew%20Van%20Tsinajinnie%22%20%20or%20%22Tsinhjinne%22)%20or%20(%22Tsihnahjinnie%22%20or%20%22Andrew%20Tsinajginnie%22%20or%20%22Andrew%20V.%20Tsinajinnie%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ecfc1c36-f702-493b-a00f-dba3f5774bbe|draftsperson; illustrator; muralist; painter; sculptor|1916|2000||Q21683803|500127673|http://viaf.org/viaf/268726960|n88015514|A. Tsinhnahjinnie; Andrew Tsihnahjinnie; Andrew Tsinajginnie; Andrew Tsinajinie; Andrew Tsinajininie; Andrew Tsinajinnie; Andrew Tsinnaijinnie; Andrew V. Tsihnahjinnie; Andrew V. Tsinhjinne; Andrew Van Tsihnahjinnie; Andrew van Tsinnahjinnie?; Andrew Van Tsinnijinnie; Andrew W. Tsinhnajinnie; Andy Tsihnahjinnie; Andy Tsinahjinnie; Andy Tsinajinie; Andy Tsinajinnie; Andy Tsinijinnie; Andy Tsinnahjinnie; Little Grey|Tsinajinnie|Andrew
NA-0242|Tsinhnahjinnie, Hulleah|Navajo Region; Southeast|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tsinhnahjinnie%2C%20Hulleah%22%20or%20%22Hulleah%20Tsinhnahjinnie%22)%20or%20(%22H.%20Tsinhnahjinnie%22%20or%20%22Hulleah%20J.%20L.%20Tsinhnahjinnie%22)%20or%20(%22Hulleah%20J.%20Tsinhnahjinnie%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Hulleah_Tsinhnahjinnie|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9251a481-7007-4233-8532-cd29831b8868|draftsperson; graphic artist; photographer|1954|||Q13560708|500034195|http://viaf.org/viaf/31566991|no93009908|H. Tsinhnahjinnie; Hulleah J. L. Tsinhnahjinnie; Hulleah J. Tsinhnahjinnie|Tsinhnahjinnie|Hulleah
NA-0296|Tsireh, Awa|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsireh%2C+Awa%22+or+%22Awa+Tsireh%22+or+%22alfonso+roybal%22+or+%22roybal%2C+alfonso%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Tsireh%2C+Awa%22+or+%22Awa+Tsireh%22+or+%22alfonso+roybal%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Awa_Tsireh|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=c14dc907-0c05-4653-8c13-bf263ffd8790|draftsperson; jewelry artist; painter|1898|1955||Q19872888|500127440|http://viaf.org/viaf/21444433|n97873980|Alfonso Roybal; Arva sida; Awa Seday; Awa sida; Awa Tsira; Awa Tsirah; Awa-Tsirah; Awatsireh; Cat Tail Bird; Cattail Bird; Awa Tsireah; Awa-Tsireh; Bird on Bulrush; Roybal, Alfonso; Roybal, Alphonso; Tsireh, Awa|Tsireh|Awa
NA-0116|Tso, Faye|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tso%2C%20Faye%22%20or%20%22Faye%20Tso%22)%20or%20(%22Fae%20Tso%22%20or%20%22Fay%20Tso%22%20or%20%22Faye%20B.%20Tso%22%20or%20%22Faye%20Begody%20Tso%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Faye_Tso|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5a94fd2d-6261-496b-83d5-79ea1d16a4e3|ceramicist / potter; sculptor; textile/fiber artist; weaver|1933|2004||Q16094237|500336697|http://viaf.org/viaf/310519462||Fae Tso; Fay Tso; Faye B. Tso; Faye Begody Tso|Tso|Faye
NA-1024|Tsosie, Robert Dale|Navajo Region; Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tsosie%2C%20Robert%20Dale%22%20or%20%22Robert%20Dale%20Tsosie%22)%20or%20(%22Robert%20D.%20Tsosie%22%20or%20%22Robert%20Tsosie%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=a7c02789-14a1-435a-849c-2c15480af7ad|carver; painter; sculptor; time-based media artist|1960|||Q121344512||||Heaven Sun Rays Coming Out of the Clouds After It Has Rained; Heaven Sun Rays Passing Through Clouds; Pa-Po-Tul-to-eh; Robert D. Tsosie; Robert Tsosie|Tsosie|Robert
NA-0969|Tsouhlarakis, Anna|Eastern Oklahoma; Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tsouhlarakis,%20Anna%22%20or%20%22Anna%20Tsouhlarakis%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Anna_Tsouhlarakis|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d70db447-12e1-481e-80f8-b3e6683dc0d1|installation artist; painter; performance artist; photographer; sculptor; time-based media artist|1977|||Q85680529||http://viaf.org/viaf/5150868100122070584|||Tsouhlarakis|Anna
NA-0958|Tukiki, Papiara|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tukiki%2C%20Papiara%22%20or%20%22papiara%20tukiki%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=086774c4-19ad-4f0c-8cfe-cde95105b692|printmaker|1942|||Q55219067||http://viaf.org/viaf/66152986669412671563|no2018080879||Tukiki|Papiara
NA-1365|Tunnillie, Oviloo|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Tunnillie%2C%20Oviloo%22%20or%20%22Oviloo%20Tunnillie%22)%20or%20(%22Ovilu%20Tunnillie%22%20or%20%22Ooveelook%20Tunnillie%22%20or%20%22Ovelook%20Tunnillie%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Ovilu_Tunnillie|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=9674e273-9409-48dc-a410-01309f5e7068|carver; carver (stone); jewelry artist; sculptor|1949|2014||Q28935888|500127685|http://viaf.org/viaf/96625542|no2009165520|Ooveelook Tunnillie; Ovelook Tunnillie; Oviloo Toonoo; Ovilu Toonoo; Ovilu Tunillie; Ovilu Tunnillie|Tunnillie|Oviloo
NA-0168|Tuttle, Frank|Pacific|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tuttle%2C+Frank%22+or+%22Frank+Tuttle%22+or+%22Franklin+Tuttle%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Tuttle%2C+Frank%22+or+%22Frank+Tuttle%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Frank_Tuttle_(artist)|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=2dd4924f-9aa1-4b1b-b05a-6ad74fcbab60|draftsperson; painter; printmaker|1957|||Q18631542|500127686|http://viaf.org/viaf/7717162669468055500003||Frank Tuttle, Jr.; Franklin Dewayne Tuttle, Jr.; Franklin Tuttle|Tuttle|Frank
NA-1367|Two Bulls Jr., Marty|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Two+Bulls+Jr.%2C+Marty%22+or+%22Marty+Two+Bulls+Jr.%22+or+%22marty+two+bulls%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Two+Bulls+Jr.%2C+Marty%22+or+%22Marty+Two+Bulls+Jr.%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Marty_Two_Bulls_Sr|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=f9a6a3f8-64f2-481d-8ba4-fae269c734df|graphic artist; printmaker; sculptor||||Q94637601||http://viaf.org/viaf/63863870|nr91024343||Two Bulls Jr.|Marty
NA-2068|Two Crow, Eva Madonna|Great Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Two%20Crow%2C%20Eva%20Madonna%22%20or%20%22Eva%20Madonna%20Two%20Crow%22)%20or%20(%22eva%20two%20crow%22)&searchscope=1&SORT=R|||||||mixed-media artist|1956|||Q115611303||http://viaf.org/viaf/31564682|no92025169||Two Crow|Eva Madonna
NA-0506|Two Moons, Anthony|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Two%20Moons,%20Anthony%22%20or%20%22Anthony%20Two%20Moons%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=27f26808-3c81-4fe2-aa60-a67345a40687|painter; photographer||||Q115327781|||||Two Moons|Anthony
NA-1374|Ullulaq, Judas|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Ullulaq%2C%20Judas%22%20or%20%22Judas%20Ullulaq%22)%20or%20(%22Judas%20Ooloolah%22%20or%20%22Judas%20Ulluaq%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Judas_Ullulaq|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=ba86b569-7e41-4258-a3fd-0272a73c522c|carver; carver (stone); mixed-media artist; sculptor|1937|1999||Q56025104|500127694|http://viaf.org/viaf/96625629|no2022119060  |Judas Ooloolah; Judas Ulluaq|Ullulaq|Judas
NA-0606|Underwood Blackburn, Joanna|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Underwood%20Blackburn%2C%20Joanna%22%20or%20%22Joanna%20Underwood%20Blackburn%22)%20or%20(%22Joanna%20Underwood%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=16b2c824-b125-4578-a508-bed91001f9b2|ceramicist / potter; sculptor||||Q121130347||||Joanna Underwood; Joanna Underwood-Blackburn|Underwood Blackburn|Joanna
NA-0117|Urness, Zoë|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=((%22Urness%2C%20Zo%7Bu00EB%7D%22%20or%20%22Zo%7Bu00EB%7D%20Marieh%20Urness%22)%20or%20(%22zoe%20urness%22))&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Zo%C3%AB_Marieh_Urness|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=15331461-f7dd-4e14-b215-7a647c2a27b6|photographer|1984|||Q52004315||||Zoë Marieh Urness|Urness|Zoë Marieh
NA-1470|Vacit, Frank|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Vacit%2C%20Frank%22%20or%20%22Frank%20Vacit%22)%20or%20(%22Frank%20Vacet%22%20or%20%22V.%20C.%20Lawasewa%22%20or%20%22Victor%20C.%20Lawasewa%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=664e3163-ab32-4edd-8104-c1b5a7a44019|draftsperson; jewelry artist; painter|1915|1999||Q121130228||||Frank Vacet; Lawasewa; V. C. Lawasewa; Victor C. Lawasewa|Vacit|Frank
NA-1925|Van Kampen, Ukjese|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Van%20Kampen,%20Ukjese%22%20or%20%22Ukjese%20Van%20Kampen%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=16f605e8-f343-4b2d-b610-49c3a22fcd46|painter|1959|||Q121344671||http://viaf.org/viaf/36746162|no2008168051||Van Kampen|Ukjese
NA-1471|Vanderhoop, Evelyn|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vanderhoop,%20Evelyn%22%20or%20%22Evelyn%20Vanderhoop%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Evelyn_Vanderhoop|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=25bd2040-cd42-4a8c-bcf2-49f4c015a8b9|textile/fiber artist; weaver|1953|||Q106604714|500356253|http://viaf.org/viaf/105981878|no2022107999||Vanderhoop|Evelyn
NA-0182|Vann, Donald|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vann,%20Donald%22%20or%20%22Donald%20Vann%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Donald_Vann|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=c73ba46a-5bc4-4e96-a096-92a6598324d4|painter; printmaker|1949|||Q20985884|500487478|http://viaf.org/viaf/6159818659413811397|no2015142904||Vann|Donald
NA-1472|Vann, Peggy Scott|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Vann%2C%20Peggy%20Scott%22%20or%20%22Peggy%20Scott%20Vann%22)%20or%20(%22Margaret%20Scott%20Vann%22%20or%20%22Margaret%20Ann%20Crutchfield%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=6dbf1c7e-e41d-4511-8ef9-8da6a745e9c8|basket maker|1783|1820||Q121344472||http://viaf.org/viaf/39258561|nr94015058|Margaret Scott Vann Crutchfield; Margaret Ann Crutchfield|Vann|Peggy Scott
NA-2069|Vargas-Mendoza, Andrea Nahuali|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Vargas-Mendoza%2C%20Andrea%20Nahuali%22%20or%20%22Andrea%20Nahuali%20Vargas-Mendoza%22)%20or%20(%22Andrea%20Isabel%20Nahuali%20%22%20or%20%22andrea%20vargas%22)&searchscope=1&SORT=R|||||||mixed-media artist; painter|1980|||Q115620367||||Andrea Isabel Nahuali Vargas-Mendoza; Andrea Vargas Mendoza; Andrea Vargas|Vargas-Mendoza|Andrea Nahuali
NA-1473|Varnell, Donald|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Varnell%2C%20Donald%22%20or%20%22Donald%20Varnell%22)%20or%20(%22Donnie%20Varnell%22%20or%20%22Donny%20Varnell%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=51b88d22-67d0-455b-bec8-82aff6819ac9|carver; carver (wood); totem pole artist||||Q121070492||http://viaf.org/viaf/7209334 |no2008115565|"Donald ""Donnie"" Varnell; Donnie Varnell; Donny Varnell"|Varnell|Donald
NA-1474|Vazquez, Victoria Mitchell|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Vazquez%2C%20Victoria%20Mitchell%22%20or%20%22Victoria%20Mitchell%20Vazquez%22)%20and%20(%22Victoria%20Mitchell%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=e32e82e6-0293-4921-bc17-83cbf8548d0c|ceramicist / potter|1949|||Q121344674||||Victoria Mitchell|Vazquez|Victoria Mitchell
NA-0243|Velarde, Pablita|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Velarde%2C+Pablita%22+or+%22Pablita+Velarde%22+or+%22Palita+Velarde%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Velarde%2C+Pablita%22+or+%22Pablita+Velarde%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Pablita_Velarde|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=59291277-a5b9-4470-abda-d04193a35f8e|dollmaker/katsina carver; illustrator; muralist; painter|1918|2006||Q7121550|500127699|http://viaf.org/viaf/311149294298180521448|n85098397|Golden Dawn; Palita Velarde; Tsan; Tse Tsan|Velarde|Pablita
NA-1025|Veregge, Jeffrey|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Veregge,%20Jeffrey%22%20or%20%22Jeffrey%20Veregge%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=2b51bcd5-3499-4fab-8320-1c8d169410a3|cartoonist / comic book artist; graphic artist; illustrator; printmaker||||Q121130326||http://viaf.org/viaf/48149912325906210333|no2017084378|Salish Geek|Veregge|Jeffrey
NA-1476|Vickers, Roy Henry|Alaska & Northern Canada; Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vickers%2C+Roy+Henry%22+or+%22Roy+Henry+Vickers%22+or+%22roy+vickers%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Vickers%2C+Roy+Henry%22+or+%22Roy+Henry+Vickers%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Roy_Henry_Vickers|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=eebf1a63-13a4-4d1d-8bfd-ee1a31e92ee6|carver; carver (wood); illustrator; printmaker|1946|||Q7372939|500127702|http://viaf.org/viaf/96625705|no91014920|Big Firewood; Roy Vickers|Vickers|Roy Henry
NA-2070|Vien, Louise|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vien,%20Louise%22%20or%20%22Louise%20Vien%22&searchscope=1&SORT=A|||||||multidisciplinary artist|1970|||Q121344120|||no2019146049   ||Vien|Louise
NA-0201|Vigil, Romando|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vigil%2C+Romando%22+or+%22Romando+Vigil%22+or+%22Ramondo+Vigil%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Vigil%2C+Romando%22+or+%22Romando+Vigil%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Romando_Vigil_(Tse-Ye-Mu)|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b7c8e753-1a97-4f49-a2dc-8e87b6e05f67|draftsperson; muralist; painter|1902|1978||Q22086643|500127709|http://viaf.org/viaf/96625779||Falling In Winter; Ramondo Vigil; Tse Ye Mu; Tseyemu; Tse-Ye-Mu|Vigil|Romando
NA-0133|Vigil, Rufina|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vigil,%20Rufina%22%20or%20%22Rufina%20Vigil%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Rufina_Vigil|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=6445098a-1bd3-4ce9-ab3d-299183f19a9e|painter||||Q104560884|500127710|http://viaf.org/viaf/96625780|no2022116726|Sah Wa|Vigil|Rufina
