Match Point|Name|Geography|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|NAARCO|NAARCO URL|Medium|Birth Year|Death Year|Cross-Index|Wikidata ID|ULAN ID|VIAF URI|NACO|Alternate name(s)|Last name|First name
NA-1561|2Bears, Jackson|Northeast|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%222Bears%2C%20Jackson%22%20or%20%22Jackson%202Bears%22)%20or%20(%22Jackson%202%20Bears%22%20or%20%22Jackson%20Two%20Bears%22)%20or%20(%22Jackson%20TwoBears%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=53290c45-bf6d-4da0-aab1-be7be84f91fe|installation artist; interdisciplinary artist; multimedia artist; performance artist|1976|||Q121130297||http://viaf.org/viaf/311457057|no2019121657|J2B; Jackson 2 Bears; Jackson Two Bears; Jackson TwoBears; Jackson Two-Bears|2Bears|Jackson
NA-0526|Abeita, Jim|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Abeita%2C%20Jim%22%20or%20%22Jim%20Abeita%22)%20or%20(%22jimmie%20abeita%22%20or%20%22jimmy%20abeita%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Jim_Abeita|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=1a4fb90e-f2d6-43ca-8aeb-9578f410253b|painter; draftsperson|1947|||Q94518303||http://viaf.org/viaf/128257647|no2010128330||Abeita|Jim
NA-0527|Abeita, Karen|Southwest; Western|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Abeita%2C%20Karen%22%20or%20%22Karen%20Abeita%22)%20or%20(%22Karen%20Lynne%20Abeita%22%20or%20%22karen%20l.%20abeita%22%20or%20%22karen%20abeyta%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=10fdf14d-b5a9-407c-b21e-a1d6f99a1a90|ceramicist / potter|1960|||Q115329380||||Karen Abeyta; Karen L. Abeita; Karen Lynne Abeita; Karen Abeita-Daws|Abeita|Karen
NA-1605|Abeyta, Elizabeth|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Abeyta%2C%20Elizabeth%22%20or%20%22Elizabeth%20Abeyta%22)%20or%20(%22Elizabeth%20N.%20Abeyta%22)%20or%20(%22Elizabeth%20Nah%20Glee%20Eh%20Bah%20Abeyta%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=80383044-3b8f-44c7-8f19-5d114d23a72c|sculptor|1955|||Q106317927|500126325|http://viaf.org/viaf/35154196802320112417|no2018152496|Elizabeth Abeyta Rohrschieb; Elizabeth N. Abeyta; Elizabeth Nah Glee Eh Bah Abeyta; Elizabeth; Nah-Glee-Eh-Abeyta; Nah-glee-eh-bah|Abeyta|Elizabeth
NA-0038|Abeyta, Emiliano|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Abeyta%2C%20Emiliano%22%20or%20%22Emiliano%20Abeyta%22)%20or%20(%22E.%20Abeita%22%20or%20%22Emiliano%20Abeita%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Emiliano_Abeyta|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=c214bce1-a8af-4d60-9be2-3d24d1461a2c|painter|1911|1981||Q104388987|||no2022126384|E. Abeita; Emiliano Abeita; Sa Pa|Abeyta|Emiliano
NA-0308|Abeyta, Narciso|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Abeyta%2C%20Narciso%22%20or%20%22Narciso%20Abeyta%22)%20or%20(%22Narciso%20Platero%20Abeyta%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Narciso_Abeyta|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=6b6361a4-6b18-445e-be23-5c021dc81e6b|muralist; painter|1918|1998||Q15378570|500126326|http://viaf.org/viaf/61339001|no2007151461|"Ascending; Ha So De; Ha So Deh; Ha-So-De; Narcisco Abeyta; Narciso Platero Abeyta; Narcisso Abeyta; Cecil; Cisso; Ha-So-Da' Hoskiel Ha-So-Da; Hoskiel Ha-So-De; Narciso ""Ciso"" Platero Abeyta"|Abeyta|Narciso
NA-0372|Abeyta, Tony|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Abeyta%2C+Tony%22+or+%22Tony+Abeyta%22+or+%22Antonio+Abeyta%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Abeyta%2C+Tony%22+or+%22Tony+Abeyta%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Tony_Abeyta|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=966ada43-b9b3-4be2-a4f4-372d3eabf248|draftsperson; jewelry artist; mixed-media artist; muralist; painter; printmaker|1965|||Q94518306|500126291|http://viaf.org/viaf/96612718|no2011087170|Antonio Abeyta|Abeyta|Tony
NA-0885|Ace, Barry|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ace,%20Barry%22%20or%20%22Barry%20Ace%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Barry_Ace|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=0cf29154-2cb4-45e1-8df0-d3ba528903ee|beadwork artist; installation artist; mixed-media artist; painter; performance artist; printmaker; textile/fiber artist; time-based media artist|1958|||Q50426413|500487430|http://viaf.org/viaf/71338739|nr2004001731||Ace|Barry
NA-0039|Adair, Mary|Eastern Oklahoma; Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Adair%2C+Mary%22+or+%22Mary+Adair%22+or+%22Mary+HorseChief+Adair%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Adair%2C+Mary%22+or+%22Mary+Adair%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Mary_Adair|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=e640366c-4093-4cba-a330-ace93246564d|fashion/clothing designer; illustrator; painter|1936|||Q66349253|||no2022116718   |Mary Adair Horse Chief; Mary Adair HorseChief; Mary HorseChief Adair|Adair|Mary
NA-0531|Adams, Joshua|Southeast|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Adams%2C%20Joshua%22%20or%20%22Joshua%20Adams%22)%20or%20(%22Joshua%20L.%20Adams%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=c3a41f92-130a-4cfa-949f-a719f42b03c4|carver; carver (wood); painter; photographer; ceramicist / potter|1982|||Q121130373||http://viaf.org/viaf/18161996962644430627|no2021050766|Joshua L. Adams|Adams|Joshua
NA-0901|Adams, KC|Midwest & Central Canada; Northeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Adams%2C+KC%22+or+%22KC+Adams%22+or+%22K.C.+Adams%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Adams%2C+KC%22+or+%22KC+Adams%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/KC_Adams|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=249da41a-c0e2-4822-8044-a985fbeb72db|mixed-media artist; photographer|1971|||Q16149496|500487431|http://viaf.org/viaf/24154380973830291352|no2018162002|K.C. Adams|Adams|KC
NA-1607|Adams, Leo|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Adams,%20Leo%22%20or%20%22Leo%20Adams%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=8ea65d04-0ec7-4b80-8164-ba799ea9aa91|carver; carver (wood); painter; ceramicist / potter|1943 (circa)|||Q109419385|500126292|http://viaf.org/viaf/313562266|n2013032988   ||Adams|Leo
NA-0902|Adams, Primrose|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Adams,%20Primrose%22%20or%20%22Primrose%20Adams%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Primrose_Adams|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=dba79a66-9990-4eb6-b438-2ff50d13e6eb|basket maker|1926|2020||Q7243662|500356237|http://viaf.org/viaf/310519503|||Adams|Primrose
NA-1608|Adams, Sadie|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Adams,%20Sadie%22%20or%20%22Sadie%20Adams%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=593eae34-86c0-4b35-a6df-0c46a77cd472|ceramicist / potter|1905|1995||Q121344536|500126294|http://viaf.org/viaf/17020513|no2007157740|Flower Lady|Adams|Sadie
NA-0903|Adkins, Richard|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Adkins%2C+Richard%22+or+%22Richard+Adkins%22&searchscope=1|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=41201f27-c574-442f-8f1b-5a1d222e1ef0|sculptor|1955|||Q121344508|500126295|http://viaf.org/viaf/96612756|||Adkins|Richard
NA-0484|Agard, Nadema|Great Plains; Southeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Agard%2C+Nadema%22+or+%22Nadema+Agard%22+or+%22Nadema+Ivania+Agard%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Agard%2C+Nadema%22+or+%22Nadema+Agard%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Nadema_Agard|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=2fa5248b-81ec-41a8-93b9-dc43f9d404b7|draftsperson; illustrator; painter; printmaker|1948|||Q87013310||http://viaf.org/viaf/7650152684031823430001|n93035187|Nadema Agard-Smith; Nadema Ivania Agard|Agard|Nadema
NA-0516|Aguilar Cate, Asuncion|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aguilar%20Cate%2C%20Asuncion%22%20or%20%22Asuncion%20Aguilar%20Cate%22%20or%20%22Asuncion%20aguilar%22)%20or%20(%22Asuncion%20cate%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Aguilar_Family|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=afed37a0-40b6-419d-a38b-87327dc81df5|ceramicist / potter|1880 (circa)|1925||Q4694545||http://viaf.org/viaf/23164114550410050051|no2021154773||Aguilar Cate|Asuncion
NA-0341|Aguilar Family|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aguilar%22)%20and%20(%22santo%20domingo%22%20or%20%22kewa%22%20or%20%22pueblo%22)%20and%20(%22art%22%20or%20%22pottery%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Aguilar_Family|||||ceramicist / potter||||Q4694545|||n79037565||Aguilar Family|
NA-0515|Aguilar Garcia, Felipita|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aguilar%20Garcia%2C%20Felipita%22%20or%20%22Felipita%20Aguilar%20Garcia%22)%20or%20(%22Felipita%20Aguilar%22%20or%20%22Felipita%20Garcia%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Aguilar_Family|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=79d1c85d-e5ff-4fda-a382-0a82f6bdbdb5|ceramicist / potter|1880|1925||Q4694545||http://viaf.org/viaf/24164114551810050043|no2021154772|Felipita Aguilar; Felipita Garcia|Aguilar Garcia|Felipita
NA-0040|Aguilar, Alfred|Southwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aguilar,%20Alfred%22%20or%20%22Alfred%20Aguilar%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Alfred_Aguilar|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5e38f157-3e6f-4092-81da-b7a180946064|carver; jewelry artist; painter; ceramicist / potter; sculptor|1933|||Q84593135|500126296|http://viaf.org/viaf/96612760|no2022126670|High Sandstone Peaks; Sa Wa Pin|Aguilar|Alfred
NA-0319|Aguilar, Dugan|Pacific; Western|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aguilar,%20Dugan%22%20or%20%22Dugan%20Aguilar%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Dugan_Aguilar|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b32c8075-9d41-4be2-953f-d4066656c596|photographer|1947|2018||Q5312477|500126297|http://viaf.org/viaf/70654048|n96026723|Robert Dugan Aguilar|Aguilar|Dugan
NA-0089|Aguilar, José Angela|Southwest|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aguilar%2C%20Jos%7Bu00E9%7D%20Angela%22%20or%20%22Jos%7Bu00E9%7D%20Angela%20Aguilar%22)%20or%20(%22Joe%20A.%20Aguilar%22%20or%20%22jose%20a.%20aguilar%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Jos%C3%A9_Angela_Aguilar|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b2a2e9a9-fe28-4bde-9758-ac0b06ccbf88|painter|1898|1965||Q104389751||||Sah Pah; José Aguilar; José Aguilar; Joe Aguilar; Joe A. Aguilar|Aguilar|José Angela
NA-0535|Aguilar, Linda|Pacific; Western|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aguilar,%20Linda%22%20or%20%22Linda%20Aguilar%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4a62a0d0-1887-4232-a0c1-3c15f5512219|basket maker; installation artist; sculptor; textile/fiber artist|1946|||Q108744386|500336550|http://viaf.org/viaf/309816148||Linda Aguilar McGill|Aguilar|Linda
NA-0200|Ahgupuk, George Aden|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Ahgupuk%2C%20George%20Aden%22%20or%20%22George%20Aden%20Ahgupuk%22)%20or%20(%22George%20A.%20Ahgupak%22%20or%20%22George%20Aghupuk%22%20or%20%22George%20Ahgupuk%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/George_Aden_Ahgupuk|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=98bea119-886e-4ca7-9a2b-d6fbd816920e|draftsperson; illustrator; painter|1911|2001||Q104392163|500128517|http://viaf.org/viaf/6502747 |n88283356|George A. Ahgupak; George Aghupuk; George Ahgupuk; George Ahqupuk; George Twok Aden Aghupuk; George Twok Aden Ahgupuk; Twok|Ahgupuk|George Aden
NA-0536|Ahvakana, Lawrence|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22larry+ahvakana%22+or+%22lawrence+ahvakana%22+or+%22Larry+Ulaaq+Ahvahana%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22larry+ahvakana%22+or+%22lawrence+ahvakana%22+or+%22lawrence+R.+ahvakana%22%26SORT%3DD|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=60e722c2-0d78-42d1-8efe-bdf844c84fa1|glass artist; jewelry artist; mask maker; painter; sculptor|1946|||Q115329539|500126303|http://viaf.org/viaf/16817546|no96029105    |"Lawrence R. Ahvakana; Larry ""Ulaaq"" Ahvakana; Larry Ahrakana; Larry Ahuakana; Larry Ahvakana; Larry Ahvakanna; Larry Avakana; Larry Ulaag Ahvakana; Larry Ullaaq Ahvakana; Lawrence Reynold Ahvakana; Lawrence Ullaaq Ahvakana"|Ahvakana|Larry
NA-0190|Aitson, Richard|Southern Plains|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Aitson%2C%20Richard%22%20or%20%22Richard%20Aitson%22)%20or%20(%22Rich%20Aitson%22%20or%20%22Richard%20James%20Aitson%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Richard_Aitson|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d9b77dc6-1895-4e07-9725-f346e590fb46|beadwork artist; cradleboard maker; fashion/clothing designer; jewelry artist|1953|2022||Q7323650|500126304|http://viaf.org/viaf/96612836||Rich Aitson; Buffalo Rider; Richard James Aitson|Aitson|Richard
NA-1602|Akeeaktashuk|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Akeeaktashuk%22+or+%22Akeeaktashuk%22+or+%22Isa+Paddy+Aqiattusuk%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Akeeaktashuk%22+or+%22Akeeaktashuk%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Isa_Paddy_Aqiattusuk|Met Collection|https://www.metmuseum.org/art/collection/search?q=Akeeaktashuk&searchField=ArtistCulture|NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b451de5c-c49f-48cb-b452-32ad424203bf|carver; mixed-media artist; sculptor|1898|1954||Q55259369|500192022|http://viaf.org/viaf/96687990||Aleeaktashuk; Fatty; Isa Paddy Aqiattusuk|Akeeaktashuk|Akeeaktashuk
NA-0538|Akers, Norman|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Akers,%20Norman%22%20or%20%22Norman%20Akers%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Norman_Akers|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=bb193084-3f06-4f57-b619-0515d086eb1a|painter; printmaker|1958|||Q96321295|500126306|http://viaf.org/viaf/41078428|n94114536||Akers|Norman
NA-1613|Akpaliapik, Manasie|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Akpaliapik%2C%20Manasie%22%20or%20%22Manasie%20Akpaliapik%22)%20or%20(%22Manasie%20Akpialik%22%20or%20%22Manusiapik%20Akpaliapik%22)%20or%20(%22Manasia%20Akpaliapik%22%20or%20%22Manasie%20Akpalipik%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Manasie_Akpaliapik|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=d9712162-3d8a-4c08-9ef0-f14ee81d51d1|carver; mixed-media artist; sculptor|1955|||Q16020920|500126308|http://viaf.org/viaf/250974212|no2005104686|Manasia Akpaliapik; Manasie Akpalipik; Manasie Akpialik; Manusiapik Akpaliapik|Akpaliapik|Manasie
NA-0540|Akweks, Kayeri|Midwest & Central Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Akweks,%20Kayeri%22%20or%20%22Kayeri%20Akweks%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=5696dfd1-e086-4bc9-b021-7a175a7103fa|painter; printmaker; illustrator||||Q121130393||http://viaf.org/viaf/8621255|n00088808||Akweks|Kayeri
NA-0994|Aleck, Ben|Western|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Aleck,%20Ben%22%20or%20%22Ben%20Aleck%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=48e80695-bf53-4ef9-b100-d236d7f87c8c|draftsperson; mixed-media artist; painter||||Q106751865||http://viaf.org/viaf/17158488512311730981|||Aleck|Ben
NA-0542|Alexander, George|Eastern Oklahoma|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Alexander%2C%20George%22%20or%20%22George%20Alexander%22)%20and%20(%22indigenous%22%20OR%20%22muscogee%22%20OR%20%22native%22)&searchscope=1&SORT=R|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=b2cf59d0-0c52-4b07-bf22-4eb48682899a|painter; muralist; draftsperson||||Q121130237||||Alexander, George, II|Alexander|George
NA-0911|Alfred, Wayne|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Alfred,%20Wayne%22%20or%20%22Wayne%20Alfred%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=65a5d9d4-8f77-4bf0-a4c1-2dd9fa373c71|carver; carver (wood); mask maker; painter; printmaker|1958|||Q121344686|500126312|http://viaf.org/viaf/96612917|||Alfred|Wayne
NA-1621|Alikashuak, Alex|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Alikashuak,%20Alex%22%20or%20%22Alex%20Alikashuak%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=21f4c40c-eaf8-4270-bf53-6cedcdf2a1be|carver; carver (bone); carver (stone)|1952|||Q82569985|500487332|http://viaf.org/viaf/1656159820904214000009|||Alikashuak|Alex
NA-0309|Allen, Elsie|Pacific|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Allen%2C+Elsie%22+or+%22Elsie+Allen%22+or+%22Elsie+Comanche+Allen%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Allen%2C+Elsie%22+or+%22Elsie+Allen%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Elsie_Allen|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=79567f75-fef0-4fc1-9ab2-156a9002e33f|basket maker|1899|1990||Q5367567||http://viaf.org/viaf/48822183|no96038465|Elsie Comanche Allen|Allen|Elsie
NA-0979|Allen, Joe|Navajo Region|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Allen%2C%20Joe%22%20or%20%22Joe%20Allen%22)%20and%20not%20(%22Ariadne%22%20or%20%22Museum%20Schloss%22%20or%20%22Allen%20Forrester%22%20or%20%22Auction%20catalogs%22)&searchscope=1&SORT=R|||||||painter||||Q121130348|||n96032641||Allen|Joe
NA-0547|Amason, Alvin Eli|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amason%2C+Alvin+Eli%22+or+%22Alvin+Amason%22+or+%22Alvin+eli+Amason%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Amason%2C+Alvin+Eli%22+or+%22Alvin+Amason%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Alvin_Eli_Amason|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=4a00f8ef-7777-4689-bc3b-3660118932a5|mixed-media artist; painter; sculptor|1948|||Q4738087|500068874|http://viaf.org/viaf/96159563|n97100102|Alvin Amason|Amason|Alvin
NA-0546|Amason, Lena Snow|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amason,%20Lena%20Snow%22%20or%20%22Lena%20Snow%20Amason%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=6257be15-c678-4abb-9581-8bb5175a04cd|painter; mixed-media artist; sculptor; mask maker; carver (wood)||||Q121130423||http://viaf.org/viaf/13153530938148701718|no2018112274|Berns, Lena Amason ; Amason-Berns, Lena Snow |Amason|Lena Snow
NA-0485|Ambrose Smith, Neal|Northwest|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ambrose%20Smith,%20Neal%22%20or%20%22Neal%20Ambrose%20Smith%22&searchscope=1&SORT=A|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Ambrose Smith, Neal&searchField=ArtistCulture|NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=3bb5a30d-fd3e-45ab-ac74-52c8e6cb585e|mixed-media artist; painter; printmaker|1966|||Q83797086||http://viaf.org/viaf/22165322724316021434|no2022060772|Neal Inuksois Ambrose-Smith; Neil Ambrose-Smith|Ambrose Smith|Neal
NA-0518|Amerman, Marcus|Southeast|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amerman%2C+Marcus%22+or+%22Marcus+Amerman%22+or+%22Marcus+James+Amerman%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Amerman%2C+Marcus%22+or+%22Marcus+Amerman%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Marcus_Amerman|||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=3552b09a-8b7f-40ee-b791-99bc76692df8|beadwork artist; collagist; fashion/clothing designer; featherwork artist; glass artist; jewelry artist; mixed-media artist; painter; performance artist|1959|||Q6757990|500126317|http://viaf.org/viaf/96612940|no2001068785|Buffalo Man; Big Turtle; Marcus James Amerman|Amerman|Marcus
NA-1628|Amidilak|Alaska & Northern Canada|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Amidilak%22%20or%20%22Amidilak%22&searchscope=1&SORT=A|||||NAARCO|https://5019.sydneyplus.com/Heard_Museum_ArgusNET_Final/Portal/Portal.aspx?component=AAAM&record=8a210b79-7d04-4efa-9c30-186064ba65ba|carver; sculptor|1897|1961||Q120966400|500192065|http://viaf.org/viaf/96688213||Amidlak (1897-1961)|Amidilak|
