Match point|ULAN concat|Wikidata concat|VIAF concat|LC concat|Name|Label|Birth date|Death date|Ancestry/Heritage|Indexes|Description|Watsonline|Watsonline URL|Met Collection|Met Collection URL|Wikipedia|Wikipedia URL|Art Asia America|AAA URL
AAPI-0323||Q64590211|106547764||Lee, Aimee|Aimee Lee|||Korean||book/paper/zine artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Aimee%22%20or%20%22Aimee%20Lee%22&searchscope=1||||||
AAPI-1076||Q65055274|||Lee, Ariel|Ariel Lee|||||illustrator|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Ariel""%20or%20""Ariel Lee""&searchscope=1&SORT=A"||||||
AAPI-1175|500049545|Q111622341|||Betty Lee|Betty Lee|||Chinese|||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Betty+Lee%22+not+%22dancing%22+not+%22culley%22+not+%22sung%22+not+%22Phillips%22&searchscope=1||||||
AAPI-0905|||||Lee, Biensien|Biensien Lee|1941||Chinese||digital artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Biensien%22%20or%20%22Biensien%20Lee%22&searchscope=1||||||
AAPI-0324||Q73041567|||Lee, Bing|Bing Lee|1948||Chinese;Hongkonger||mixed-media artist;muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Lee%2C%20Bing%22%20or%20%22Bing%20Lee%22%20not%20%22Gallery%20Bing%22)&searchscope=1&SORT=R|||||artasiamerica|http://artasiamerica.org/artist/detail/196
AAPI-0325||Q110664950|||Lee, Bovey|Bovey Lee|1969||Hongkonger;Chinese||book/paper/zine artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Bovey%22%20or%20%22Bovey%20Lee%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/197
AAPI-0326||Q19665451|||Chang-Jin Lee|Chang-Jin Lee|||Korean||conceptual artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Chang-Jin""%20or%20""Chang-Jin Lee""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Chang-Jin_Lee |artasiamerica|http://artasiamerica.org/artist/detail/198
AAPI-0791||Q110088974|||Lee, Chee Chin S. Cheung|Chee Chin S. Cheung Lee|1896|1966|Chinese||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Chee%20Chin%20S.%20Cheung%22%20or%20%22Chee%20Chin%20S.%20Cheung%20Lee%22&searchscope=1||||||
AAPI-0792|||||Lee, Chingwah|Chingwah Lee|1901|1980|Chinese||illustrator|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Chingwah%22%20or%20%22Chingwah%20Lee%22&searchscope=1||||||
AAPI-0327|500353405|Q77324819|||Lee, Colin Loy|Colin Loy Lee|1953||Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee,%20Colin%20Loy%22%20or%20%22Colin%20Loy%20Lee%22&searchscope=1&SORT=A|||||artasiamerica|http://artasiamerica.org/artist/detail/199
AAPI-0328||Q16842006|||Lee, Corky|"Young Kwok ""Corky"" Lee"|1947|2021|Chinese||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Corky+Lee%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Corky_Lee|artasiamerica|http://artasiamerica.org/artist/detail/200
AAPI-0329||Q106576652|||Lee, Ed Bing|Ed Bing Lee|1933||Chinese||textile/fiber artist;designer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Ed Bing""%20or%20""Ed Bing Lee""&searchscope=1&SORT=A"||||||
AAPI-0330||Q110629404|||Lee, Eva|Eva Lee|||||time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Eva+Lee%22+not+%22Appleby%22+not+%229781405192842+%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/287
AAPI-0793|500015576||||Lee, George|George Lee|1922|1998|Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+George%22%20or%20%22George%20Lee%22&searchscope=1||||||
AAPI-0879|500524614|Q5996573|315084987|no2015023864|Lee, Il|Il Lee|1952||Korean||draftsperson;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Il%22%20or%20%22Il%20Lee%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Il+Lee%22|Wikipedia|https://en.wikipedia.org/wiki/Il_Lee||
AAPI-0794|500334148|Q106616557|||Lee, Jake|Jake Lee|1915|1991|Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Jake%22%20or%20%22Jake%20Lee%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Jake_Lee_(painter)||
AAPI-1296|||||Lee, Jannette|Jannette Lee|1960||Korean||mixed-media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Jannette""%20or%20""Jannette Lee""&searchscope=1&SORT=A"||||||
AAPI-1227|500379415|Q30122582|47870094|nr96036657|Jungjin Lee|Jungjin Lee|1961||Korean||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Jungjin""%20or%20""Jungjin Lee""&searchscope=1&SORT=A"|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lee%2C+Jungjin&searchField=ArtistCulture|Wikipedia|https://en.wikipedia.org/wiki/Jungjin_Lee||
AAPI-0753|||||Lee, Kakyoung|Kakyoung Lee|1975||Korean||draftsperson;installation artist;printmaker;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Kakyoung%22%20or%20%22Kakyoung%20Lee%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Kakyoung+Lee%22||||
AAPI-0333||Q61826260|||Lee, Kang Seung|Kang Seung Lee|1978||Korean||multidisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee,%20Kang%20Seung%22%20or%20%22Kang%20Seung%20Lee%22&searchscope=1&SORT=A||||||
AAPI-0795|||||Lee, Kem|Kem Lee|1910|1986|Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee,%20Kem%22%20or%20%22Kem%20Lee%22&searchscope=1&SORT=A||||||
AAPI-0945||Q110795279|||Lee, Lanie|Lanie Lee|||||collagist;sculptor;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Lanie""%20or%20""Lanie Lee""&searchscope=1&SORT=A"||||||
AAPI-1037||Q8265101|||Lee, Maggie|Maggie Lee|1987||||multimedia artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Maggie%20Lee%22)&searchscope=1&SORT=R||||||
AAPI-0334||Q61992426|||Lee, Maia Ruth|Maia Ruth Lee|1983||Korean||installation artist;interdisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Maia%20Ruth%22%20or%20%22Maia%20Ruth%20Lee%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Maia_Ruth_Lee||
AAPI-0335|||||Lee, Margaret|Margaret Lee|1980||Korean||installation artist;mixed-media artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lee%2C+Margaret%22+or+%22Margaret+Lee%22+not+%22078641054X%22&searchscope=1||||||
AAPI-0865|500122520|Q3228911|||Lee, Mingwei|Mingwei Lee|1964||Taiwanese||installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Mingwei%22%20or%20%22Mingwei%20Lee%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Lee_Mingwei||
AAPI-0336|500121251|Q1990369|96575802|nr2001050671|Lee, Nikki S.|Nikki Seung-hee Lee|1970||Korean||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lee%2C+Nikki+S.%22+or+%22Nikki+S.+Lee%22+or+%22Nikki+Lee%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Nikki+S.+Lee%22|Wikipedia|https://en.wikipedia.org/wiki/Nikki_S._Lee||
AAPI-0754|||||Lee, Sandra Sunnyo|Sandra Sunnyo Lee|1947||Korean||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Sandra%20Sunnyo%22%20or%20%22Sandra%20Sunnyo%20Lee%22&searchscope=1||||||
AAPI-0337|500331774|Q111531800|||Lee, Sang Nam|Sang Nam Lee|1953||Korean|||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Sang Nam""%20or%20""Sang Nam Lee""&searchscope=1&SORT=A"|||||artasiamerica|http://artasiamerica.org/artist/detail/123
AAPI-1297|||||Lee, Sasha Yungju|Sasha Yungju Lee|1960||Korean||digital artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Sasha Yungju""%20or%20""Sasha Yungju Lee""&searchscope=1&SORT=A"||||||
AAPI-1228|||||Lee, Soo Im|Soo Im Lee|1954||Korean||painter;printmaker|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Soo Im""%20or%20""Soo Im Lee""&searchscope=1&SORT=A"||||||
AAPI-0341||Q110158394|||Lee, Wellington|Wellington Lee|1918|2001|Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lee%2C+Wellington%22%20or%20%22Wellington%20Lee%22&searchscope=1||||||
AAPI-1229|||||Lee, Yuran|Yuran Lee|||Korean|||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lee, Yuran""%20or%20""Yuran Lee""&searchscope=1&SORT=A"||||||
AAPI-0796|||||Legaspi, Joaquin|Joaquin Legaspi|1896|1975|Filipino/a/x||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Legaspi,%20Joaquin%22%20or%20%22Joaquin%20Legaspi%22&searchscope=1&SORT=A||||||
AAPI-0797||Q66490609|||Leong, Gilbert|Gilbert Leong|1911|1996|Chinese||architect;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Leong,%20Gilbert%22%20or%20%22Gilbert%20Leong%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Gilbert_Leong||
AAPI-0798|500335855|Q16019129|2432624|nr2006027838|Leong, James|James Leong|1929|2011|Chinese||mixed-media artist;muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Leong,%20James%22%20or%20%22James%20Leong%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/James_Leong||
AAPI-1230|||||Leong, Lampo|Lampo Leong|1961||Chinese||painter;ink artist/calligrapher;mixed-media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Leong, Lampo""%20or%20""Lampo Leong""&searchscope=1&SORT=A"||||||
AAPI-1152|500282964|Q7664511|74165447||Leong, Sze Tsung|Sze Tsung Leong|1970||Malaysian;Chinese|"Index of Latinx and Hispanic American Artists
"|photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Leong, Sze Tsung""%20or%20""Sze Tsung Leong""&searchscope=1&SORT=A"|Met Collection|https://www.metmuseum.org/art/collection/search?q=Leong%2C+Sze+Tsung|Wikipedia|https://en.wikipedia.org/wiki/Sze_Tsung_Leong||
AAPI-0342|500333953|Q77325182|119698911|nr98037561|Leung, Simon|Simon Leung|1964||Hongkonger||installation artist;multimedia artist;performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Leung%2C+Simon%22%20or%20%22Simon%20Leung%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Simon+Leung+%28American%2C+born+1964%29%22||||
AAPI-1046|||||Lew, Weyman|Weyman Lew|1935||Chinese||draftsperson;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lew%2C+Weyman%22+or+%22Weyman+Lew%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Chan%2C+Gaye%22+or+%22Gaye+Chan%22%26SORT%3DD||||||
AAPI-0755|||||Lew, Young June|Young June Lew|1947||Korean||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lew%2C+Young%20June%22%20or%20%22Young%20June%20Lew%22&searchscope=1||||||
AAPI-0880||Q21810574|63922884|nr98028863|Li, Huayi|Huayi Li|1948||Chinese||painter;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Li%2C+Huayi%22%20or%20%22Huayi%20Li%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Li_Huayi||
AAPI-1231|||||Li, Saiman|Saiman Li|1958||Hongkonger||photographer;mixed-media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Li, Saiman""%20or%20""Saiman Li""&searchscope=1&SORT=A"||||||
AAPI-0344||Q22097318|6234154387494030970005||Liao, Pixy|Pixy Liao|1979||Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Liao%2C+Pixy%22%20or%20%22Pixy%20Liao%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Yijun_Liao||
AAPI-0317|500102221|Q112918614|||Li-lan|Li Lan|1943||Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Li+Lan%22+or+%22Li-Lan%22&searchscope=4&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Li+Lan%22+or+%22Li-Lan%22%26SORT%3DD||||||
AAPI-0346||Q110795363|||Lim, Choong Sup|Choong Sup Lim|1941||Korean||draftsperson;installation artist;painter;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lim%2C+Choong%20Sup%22%20or%20%22Choong%20Sup%20Lim%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Choong+Sup+Lim|||artasiamerica|http://artasiamerica.org/artist/detail/201
AAPI-1079||Q107580738|73086028|n94063626|Limjoco, Lenny|Lenny Limjoco|1954||Filipino/a/x||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Limjoco, Lenny""%20or%20""Lenny Limjoco""&searchscope=1&SORT=A"||||||
AAPI-0349||Q21067123|||Lin, Candice|Candice Lin|1979||Chinese||ceramicist / potter;draftsperson;installation artist;interdisciplinary artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lin%2C+Candice%22%20or%20%22Candice%20Lin%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Candice_Lin||
AAPI-0350||Q107627245|||Lin, Cynthia|Cynthia Lin|1964||Taiwanese;Chinese||draftsperson;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lin%2C+Cynthia%22%20or%20%22Cynthia%20Lin%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/210
AAPI-1223|||||Lin, Lana|Lana Lin|1966||Taiwanese||time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22lana+lin%22+or+%22lin+%2B+lam%22&searchscope=1||||||
AAPI-0353|500288198||||Lin, Lin|Lin Lin|1957||Chinese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lin%2C+Lin%22%20or%20%22Lin%20Lin%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/33
AAPI-0354|500001306|Q235063|49460689|n88247071|Lin, Maya|Maya Ying Lin|1959||Chinese||architect;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lin%2C+Maya%22+or+%22Maya+Lin%22+or+%22Maya+Ying+Lin%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Maya+Lin%22|Wikipedia|https://en.wikipedia.org/wiki/Maya_Lin||
AAPI-0799|||||Lin, Qingni|Tsing-ai Lim|1914||Chinese||ink artist/calligrapher;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lim%2C+Tsing-ai%22%20or%20%22Tsing-ai%20Lim%22&searchscope=1||||||
AAPI-0355|500380810|Q111397339|74790155||Lin, Shu-Min|Shu-Min Lin|1963||Taiwanese||installation artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lin%2C+Shu-Min%22%20or%20%22Shu-Min%20Lin%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/124
AAPI-0615|500125600|Q16194164|10777536|nr2007007942|Lin, Tianmiao|Lin Tianmiao|1961||Chinese||designer;installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tianmiao%2C+Lin%22%20or%20%22Lin%20Tianmiao%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Lin_Tianmiao||
AAPI-0356||Q8070816|66177628|no2004027303|Zhi Lin|Zhi Lin|1959||Chinese||draftsperson;painter;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/X?NOSRCH=%22zhi+lin%22+or+%22lin%2C+zhi%2C+1959-%22&searchscope=1&SORT=D&extended=0&SUBKEY=%22zhi+lin%22+or+%22lin%2C+zhi%2C+1959-%22|||Wikipedia|https://en.wikipedia.org/wiki/Zhi_Lin||
AAPI-0357||Q18216865|||Liou, Jawshing Arthur|Jawshing Arthur Liou|1968||Taiwanese||photographer;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Liou%2C+Jawshing%20Arthur%22%20or%20%22Jawshing%20Arthur%20Liou%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Jawshing_Arthur_Liou|artasiamerica|http://artasiamerica.org/artist/detail/211
AAPI-1038||Q95272808|7570150567632106370003||Liu, Beili|Beili Liu|1974||Chinese||installation artist;performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Liu%2C%20Beili%22%20or%20%22Beili%20Liu%22)&searchscope=1&SORT=R|||Wikipedia|https://en.wikipedia.org/wiki/Beili_Liu ||
AAPI-0358|||||Liu, Dan|Dan Liu|1953||Chinese||painter;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Liu+Dan%22+or+%22Dan+Liu%22+not+%22NK1483.A1+F45+2015++%22&searchscope=1||||||
AAPI-0359|500125666|Q5942577|40189896|n91085304|Liu, Hung|Hung Liu|1948|2021|Chinese||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Liu%2C+Hung%22+or+%22Hung+Liu%22+not+%22C+012232%22+not+%22952.8+H86%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Hung_Liu||
AAPI-0800|||||Liu, James Yeh-jau|James Yeh-jau Liu|1910|2003|Chinese||painter;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Liu,%20James%20Yeh-jau%22%20or%20%22James%20Yeh-jau%20Liu%22&searchscope=1&SORT=A||||||
AAPI-0360||Q32638074|||Liu, Jen|Jen Liu|1976||Chinese||painter;performance artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Liu%2C+Jen%22+or+%22Jen+Liu%22+not+%22986038715X%22+not+%220972704507%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Jen_Liu||
AAPI-0362||Q108575564|||Livan, Yary|Yary Livan|1954||Cambodian||ceramicist / potter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Livan%2C+Yary%22%20or%20%22Yary%20Livan%22&searchscope=1||||||
AAPI-0907||Q19668476|||Lo, Beth|Beth Lo|1949||Chinese||ceramicist / potter;mixed-media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lo%2C+Beth%22%20or%20%22Beth%20Lo%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Beth_Lo||
AAPI-1153||Q106944666|128147965565284080271||Linda Lopez|Linda Lopez|||Vietnamese|Index of Latinx and Hispanic American Artists|sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Lopez%2C%20Linda%22%20or%20%22Linda%20Lopez%22)&searchscope=1&SORT=R||||||
AAPI-0364|500334134|Q6837131|310519419||Lopez, Michelle|Michelle Lopez|1970||Filipino/a/x||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lopez%2C+Michelle%22%20or%20%22Michelle%20Lopez%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Michelle_Lopez||
AAPI-0801|500026187||||Lowe, Peter|Peter Lowe|1913|1989|Chinese||muralist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lowe%2C+Peter%22%20or%20%22Peter%20Lowe%22&searchscope=1||||||
AAPI-1298||Q115160406|||Cathy Lu|Cathy Lu|||Chinese||ceramicist / potter;sculptor;installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lu, Cathy""%20or%20""Cathy Lu""&searchscope=1&SORT=A"||||||
AAPI-0802||Q609316|5142893|n87847028|Luke, Keye|Keye Luke|1904|1991|Chinese||illustrator;muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Luke%2C+Keye%22%20or%20%22Keye%20Luke%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Keye_Luke||
AAPI-0367|500061035|Q2583093|153415|n93098484|Lum, Ken|Ken Lum|1956||Chinese||painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Lum%2C+Ken%22%20or%20%22Ken%20Lum%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ken_Lum||
AAPI-0369|500331365|Q28059493|||Lum, Mary|Mary Lum|1951||Chinese||collagist;installation artist;painter;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lum%2C+Mary%22+or+%22Mary+Lum%22+not+%22Bertha+Lum%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Mary_Lum_(artist)||
AAPI-0370||Q22099138|||Ly, Vi|Vi Ly|1967||Vietnamese||draftsperson;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ly%2C+Vi%22%20or%20%22Vi%20Ly%22&searchscope=1||||||
AAPI-1232|||||Lym, So Yoon|So Yoon Lym|1967||Korean||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Lym, So Yoon""%20or%20""So Yoon Lym""&searchscope=1&SORT=A"||||||
AAPI-1074||Q116441083|40161330004952132950|no2021015173|Phyllis Ma|Phyllis Ma|||Chinese||photographer;time-based media artist;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ma, Phyllis""%20or%20""Phyllis Ma""&searchscope=1&SORT=A"||||||
AAPI-0371||Q110155474|||Mafong, Richard|Richard Mafong|1942||Chinese|Index of Latinx and Hispanic American Artists|sculptor|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mafong, Richard""%20or%20""Richard Mafong""&searchscope=1&SORT=A"|||||artasiamerica|http://artasiamerica.org/artist/detail/77
AAPI-1059|500334983|Q110155990|||Makuuchi, Munio|Munio Makuuchi|1934|2000|Japanese||painter;printmaker|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Makuuchi, Munio""%20or%20""Munio Makuuchi""&searchscope=1&SORT=A"||||||
AAPI-1233|||||Malig, April|April Malig|||Filipino/a/x||illustrator;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Malig, April""%20or%20""April Malig""&searchscope=1&SORT=A"||||||
AAPI-1129|||||Manalo, Riza|Riza Manalo|1969||Filipino/a/x||time-based media artist;installation artist;performance artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Manalo, Riza""%20or%20""Riza Manalo""&searchscope=1&SORT=A"||||||
AAPI-0803|||||Mancao, Frank|Frank A. Mancao|1901|1984|Filipino/a/x||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Mancao,%20Frank%20A.%22%20or%20%22Frank%20A.%20Mancao%22&searchscope=1&SORT=A||||||
AAPI-1234|||||Mao, Erica|Erica Mao|1994||||ceramicist / potter;painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Mao, Erica""%20or%20""Erica Mao""&searchscope=1&SORT=A"||||||
AAPI-0804|500003034|Q8056241|95699154|nr91009006|Markino, Yoshio|Yoshio Markino|1869|1956|Japanese||illustrator;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Markino%2C+Yoshio%22%20or%20%22Yoshio%20Markino%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Yoshio_Markino||
AAPI-1281|||||Marzan, Marques Hanalei|Marques Hanalei Marzan|||Hawaiian (Kamaʻāina)||textile/fiber artist;sculptor|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Marzan, Marques Hanalei""%20or%20""Marques Hanalei Marzan""&searchscope=1&SORT=A"||||||
AAPI-1235|||||Masud, Sana|Sana Masud|||||multidisciplinary artist;designer;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Masud, Sana""%20or%20""Sana Masud""&searchscope=1&SORT=A"||||||
AAPI-0805|||||Mateo, Sylvester P.|Sylvester P. Mateo|1909|2001|Filipino/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Mateo%2C%20Sylvester%22%20or%20%22Sylvester%20P.%20Mateo%22%20or%20%22Sylvester%20Mateo%22)&searchscope=1&SORT=R||||||
AAPI-0806||Q110165611|||Matsubara, Kazuo|Kazuo Matsubara|1895||Japanese;Hawaiian (Kamaʻāina)||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Matsubara,%20Kazuo%22%20or%20%22Kazuo%20Matsubara%22&searchscope=1&SORT=A||||||
AAPI-1236|||||Matsuda, Mari|Mari Matsuda|1956||Okinawan||sculptor|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Matsuda, Mari""%20or%20""Mari Matsuda""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Mari_Matsuda||
AAPI-1237||Q17209666|7190616|no2008016318|Matsuyama, Tomokazu|Tomokazu Matsuyama|1976||Japanese||painter;sculptor|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Matsuyama, Tomokazu""%20or%20""Tomokazu Matsuyama""&searchscope=1&SORT=A"||||||
