Match point|ULAN concat|Wikidata concat|VIAF concat|LC concat|Name|Label|Birth date|Death date|Ancestry/Heritage|Indexes|Description|Watsonline|Watsonline URL|Met Collection|Met Collection URL|Wikipedia|Wikipedia URL|Art Asia America|AAA URL
AAPI-1107|||||Hiramoto, Judy|Judy Hiramoto|||Japanese|||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hiramoto, Judy""%20or%20""Judy Hiramoto""&searchscope=1&SORT=A"||||||
AAPI-1014|500071558|Q3136231|27933365|n90602888|Hiro|Hiro|1930|2021|Japanese||photographer|Watsonline|https://library.metmuseum.org/search/X?SEARCH=(hiro%20and%20Wakabayashi)%20or%20(Yasuhiro%20Wakabayashi)&searchscope=1&SORT=R|Met Collection|https://www.metmuseum.org/art/collection/search?q=Hiro+wakabayashi&sortBy=Relevance&pageSize=0&searchField=ArtistCulture|Wikipedia|https://en.wikipedia.org/wiki/Hiro_(photographer)||
AAPI-1043|500463869|Q77348525|||Hiro, Naotaka|Naotaka Hiro|1972||Japanese||painter;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Hiro%2C+Naotaka%22+or+%22Naotaka+Hiro%22&searchscope=1||||||
AAPI-0200||Q5112550|||Ho, Christopher K.|Christopher K. Ho|1974||Hongkonger||conceptual artist;installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ho%2C+Christopher%20K.%22%20or%20%22Christopher%20K.%20Ho%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Christopher_Ho|artasiamerica|http://artasiamerica.org//artist/detail/520
AAPI-0773|||||Hodo, Tobase|Tobase Hodo|1895|1982|Japanese||ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hodo,%20Tobase%22%20or%20%22Tobase%20Hodo%22&searchscope=1&SORT=A||||||
AAPI-0202||Q73018419|68720975|no2007126262|Hom, Mei-Ling|"Mei-Ling (""Mei"" or ""Ling"") Hom"|1951||Chinese||ceramicist / potter;installation artist;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Mei-Ling+Hom%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/27
AAPI-0203||Q106815064|11317922|n86002234|Hom, Nancy|Nancy Hom|1949||Chinese||designer;illustrator;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hom%2C+Nancy%22%20or%20%22Nancy%20Hom%22&searchscope=1|||||artasiamerica|http://artasiamerica.org//artist/detail/342
AAPI-0205|500121147|Q22278228|266872479||Honda, Margaret|Margaret Honda|1961||Japanese||installation artist;performance artist;photographer;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Honda%2C+Margaret%22%20or%20%22Margaret%20Honda%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Margaret_Honda ||
AAPI-1202|||||Hong, Buhm|Buhm Hong|1970||Korean||multidisciplinary artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hong, Buhm""%20or%20""Buhm Hong""&searchscope=1&SORT=A"||||||
AAPI-0208|500125514|Q15434966|14227431|n2007086741|Horiuchi, Paul |Paul Chikamasa Horiuchi|1906|1999|Japanese||collagist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=paul+horiuchi+not+%22vicki+halper%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Paul_Horiuchi||
AAPI-0209|500334980|Q16864075|67852483|n83223208|Hoshida, George|George Hoshida|1907|1985|Japanese;Hawaiian (Kamaʻāina)||draftsperson|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hoshida, George""%20or%20""George Hoshida""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/George_Hoshida||
AAPI-1041|500331925|Q51754440|307468954|no2014038864|Hoy, Anna Sew|Anna Sew Hoy|1976||New Zealander||sculptor|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Hoy%2C%20Anna%20Sew%22)&searchscope=1&SORT=R|||Wikipedia|https://en.wikipedia.org/wiki/Anna_Sew_Hoy ||
AAPI-0211||Q112042074|||Hsiang, Bob|Bob Hsiang|||Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hsiang%2C+Bob%22%20or%20%22Bob%20Hsiang%22&searchscope=1||||||
AAPI-0212|500090725|Q554030|96342753|n89639055|Hsieh, Tehching|Tehching (Sam) Hsieh|1950||Taiwanese||performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Tehching+Hsieh&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tehching_Hsieh|artasiamerica|http://artasiamerica.org/artist/detail/523
AAPI-1042||Q98593857|||Hsiung, Pearl C.|Pearl C. Hsiung|1973||Taiwanese||multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Pearl%20Hsiung)&searchscope=1&SORT=R|||Wikipedia|https://en.wikipedia.org/wiki/Pearl_C._Hsiung ||
AAPI-0775||Q109857389|24752507|n79117930|Hsu, Kai-yu|Kai-yu Hsu|1922|1982|Chinese||ink artist/calligrapher;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hsu%2C+Kai-yu%22%20or%20%22Kai-yu%20Hsu%22&searchscope=1||||||
AAPI-0214|500010345|Q21995344|34364452|nr97029508|Hsu, Tishan|Ti Shan (Ti-Shan; Tishan) Hsu|1951||Chinese||multimedia artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22hsu+tishan%22+or+%22tishan+hsu%22+or+%22ti+shan+hsu%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Tishan_Hsu|artasiamerica|http://artasiamerica.org//artist/detail/156
AAPI-0215||Q111317682|||Bing Hu|Bing Hu|||Chinese||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22bing+hu%22&searchscope=1|||||artasiamerica|http://artasiamerica.org//artist/detail/102
AAPI-0216||Q65501582|53871987|no2004119315|Huang, Arlan|Arlan Huang|1948||Chinese||installation artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Huang,%20Arlan%22%20or%20%22Arlan%20Huang%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/161
AAPI-1141|500330934|Q23729147|309813778||Shih Chieh Huang|Shih Chieh Huang|1975||Taiwanese||sculptor;installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Huang, Shih Chieh""%20or%20""Shih Chieh Huang""&searchscope=1&SORT=A"||||||
AAPI-0248||Q106629628|107428766|no2010025454|Hui, Ka-kwong|Hui Ka-kwong|1922|2003|Chinese||ceramicist / potter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ka-kwong%2C+Hui%22%20or%20%22Hui%20Ka-kwong%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ka_Kwong_Hui||
AAPI-1151||Q25973018|||Huie, Crystal K. D.|Crystal K.D. Huie|1941||Chinese||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Huie, Crystal K. D.""%20or%20""Crystal K. D. Huie""&searchscope=1&SORT=A"||||||
AAPI-0219|500289264|Q21229025|47687845||Huie, Wing Young|Wing Young Huie|1955||Chinese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Huie%2C+Wing%20Young%22%20or%20%22Wing%20Young%20Huie%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Wing_Young_Huie#:~:text=Wing%20Young%20Huie%20is%20an,in%20Duluth%2C%20Minnesota%20in%201955.||
AAPI-1203||Q105670578|||Hung, Su-Chen|Su-Chen Hung|1949||Taiwanese||sculptor;installation artist;performance artist;time-based media artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hung, Su-Chen""%20or%20""Su-Chen Hung""&searchscope=1&SORT=A"||||||
AAPI-0220||Q111541496|||Ying Hung|Sui Ying Hung|1958||Hongkonger||painter;sculptor|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hung, Ying""%20or%20""Sui Ying ""Ying"" Hung""&searchscope=1&SORT=A"|||||artasiamerica|http://artasiamerica.org//artist/detail/103
AAPI-1063|||||Huo, Gi (Ginny)|Gi (Ginny) Huo|||Korean;Hawaiian (Kamaʻāina)||interdisciplinary artist;book/paper/zine artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Gi%20(Ginny)%20Huo%22)%20or%20(%22Huo%2C%20Gi%22)%20or%20(%22Gi%20Eun%20Huo%22)&searchscope=1&SORT=R||||||
AAPI-1204|||||Huynh, Phung|Phung Huynh|1977||Vietnamese||draftsperson;painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Huynh, Phung""%20or%20""Phung Huynh""&searchscope=1&SORT=A"||||||
AAPI-1205|||||Hwang, Changha|Changha Hwang|1969||Korean||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hwang, Changha""%20or%20""Changha Hwang""&searchscope=1&SORT=A"||||||
AAPI-0221|500631517|Q110702537|||Hwang, Eunjung|Eunjung Hwang|1971||Korean||draftsperson;installation artist;multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hwang%2C+Eunjung%22%20or%20%22Eunjung%20Hwang%22&searchscope=1||||||
AAPI-1206||Q77325001|||Kyu-Baik Hwang|Kyu-baik Hwang|1932||Korean||painter;printmaker|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hwang, Kyu-baik""%20or%20""Kyu-baik Hwang""&searchscope=1&SORT=A"||||||
AAPI-0745||Q19668358|145146461613127732178|no2016064395|Hwang, Ran|Ran Hwang|1960||Korean||installation artist;mixed-media artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Hwang%2C+Ran%22%20or%20%22Ran%20Hwang%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ran_Hwang||
AAPI-1292|||||Hye Sook|Hye Sook|1955||Korean||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22hye+sook%22+-yoo&searchscope=1&HISTORY=||||||
AAPI-0998|||||Hyon, Myungah|Myungah Hyon|||Korean||printmaker;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hyon, Myungah""%20or%20""Myungah Hyon""&searchscope=1&SORT=A"||||||
AAPI-0223||Q4700963|||Ichikawa, Akiko|Akiko Ichikawa|||Japanese||interdisciplinary artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ichikawa%2C+Akiko%22%20or%20%22Akiko%20Ichikawa%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Akiko_Ichikawa||
AAPI-0225|500116230|Q18619304|96543051|no2010058671|Idemitsu, Mako|Mako Idemitsu|1940||Japanese||time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Idemitsu%2C+Mako%22%20or%20%22Mako%20Idemitsu%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Mako_Idemitsu||
AAPI-0226||Q94686469|21361787|n93904196|Igarta, Venancio C.|Venancio C. Igarta|1912|2000|Filipino/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Igarta%2C+Venancio%20C.%22%20or%20%22Venancio%20C.%20Igarta%22&searchscope=1|||||artasiamerica|http://artasiamerica.org//artist/detail/163
AAPI-0899|||||Iijima, Renee|Renee Iijima|1956||Japanese;Hawaiian (Kamaʻāina)||book/paper/zine artist;collagist;draftsperson;photographer;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Iijima,%20Renee%22%20or%20%22Renee%20Iijima%22&searchscope=1&SORT=A||||||
AAPI-0776|500106329|Q108028081|96474337|no2005119923|Ikegawa, Shiro|Shiro Ikegawa|1933|2009|Japanese||painter;performance artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ikegawa%2C+Shiro%22%20or%20%22Shiro%20Ikegawa%22&searchscope=1||||||
AAPI-1164|||||Ikezaki, Yoshio|Yoshio Ikezaki|1953||Japanese||painter;book/paper/zine artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ikezaki, Yoshio""%20or%20""Yoshio Ikezaki""&searchscope=1&SORT=A"||||||
AAPI-0227|||||Iluzada, Ben|Ben Iluzada|1993||Filipino/a/x||book/paper/zine artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Iluzada%2C+Ben%22%20or%20%22Ben%20Iluzada%22&searchscope=1||||||
AAPI-0228|500332149|Q85428809|183792414|no2011127885|Imagire, Dorothy|Dorothy Imagire|1955||Japanese||installation artist;mixed-media artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Imagire,%20Dorothy%22%20or%20%22Dorothy%20Imagire%22&searchscope=1&SORT=A|||||artasiamerica|http://artasiamerica.org/artist/detail/32
AAPI-1126|||||Ingram, Marlon Sagana|Marlon Sagana Ingram|1973||Filipino/a/x||graffiti/street artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=marlon+and+ingram&searchscope=1||||||
AAPI-0900|500123215|Q11571917|111200623|n84106541|Inokuma, Genichiro|Genichiro Inokuma|1902|1993|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Inokuma%2C+Genichiro%22%20or%20%22Genichiro%20Inokuma%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Genichiro_Inokuma||
AAPI-0229||Q6451918|304153664||Kyohei Inukai|Kyohei Inukai|1886|1954|Japanese||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Inukai, Kyohei""%20or%20""Kyohei Inukai""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Kyohei_Inukai_(born_1886)||
AAPI-0777|||||Ishida, Nitten|Nitten Ishida|1901|1996|Japanese||ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ishida,%20Nitten%22%20or%20%22Nitten%20Ishida%22&searchscope=1&SORT=A||||||
AAPI-0231||Q4203777|16152586|n83199331|Ishigaki, Eitaro|Eitaro Ishigaki|1893|1958|Japanese||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ishigaki%2C+Eitaro%22%20or%20%22Eitaro%20Ishigaki%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Eitaro_Ishigaki||
AAPI-0778||Q112124162|||Ishii, Chris|Chris Ishii|1919|2001|Japanese||illustrator;painter;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ishii,%20Chris%22%20or%20%22Chris%20Ishii%22&searchscope=1&SORT=A||||||
AAPI-1208|||||Isip, Jordin|Jordin Isip|||Filipino/a/x||illustrator|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Isip, Jordin""%20or%20""Jordin Isip""&searchscope=1&SORT=A"||||||
AAPI-1055|||||Isobe, Brian Yoshimi|Brian Yoshimi Isobe|1954||Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Brian%20Yoshimi%20Isobe)&searchscope=1&SORT=R||||||
AAPI-1127|||||Israel, Hannah|Hannah Israel|1973||Filipino/a/x||sculptor;installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Israel, Hannah""%20or%20""Hannah Israel""&searchscope=1&SORT=A"||||||
AAPI-0232||Q28114725|78565424|no2007105575|Itami, Michi|Michi Itami|1938||Japanese||ceramicist / potter;digital artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Itami%2C+Michi%22%20or%20%22Michi%20Itami%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Michi_Itami||
AAPI-1180|||||Itano, Riso|Riso Itano|1879||Japanese||photographer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Itano, Riso""%20or%20""Riso Itano""&searchscope=1&SORT=A"||||||
AAPI-0234|500034483|Q20880123|7230532|nr00028988|Ito, Miyoko|Miyoko Ito|1918|1983|Japanese||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ito,%20Miyoko%22%20or%20%22Miyoko%20Ito%22&searchscope=1&SORT=A|||Wikipedia|https://en.wikipedia.org/wiki/Miyoko_Ito||
AAPI-0236||Q42699752|48968755|no2005095012|Iwamoto, Ralph|Ralph Iwamoto|1927|2013|Japanese;Hawaiian (Kamaʻāina)||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Iwamoto%2C+Ralph%22%20or%20%22Ralph%20Iwamoto%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ralph_Iwamoto||
AAPI-1004|500336706|Q106046538|||Iwata, Kiyomi|Kiyomi Iwata|1941||Japanese||textile/fiber artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Iwata%2C+Kiyomi%22+or+%22Kiyomi+Iwata%22&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=Kiyomi+Iwata&sortBy=Relevance&pageSize=0|Wikipedia|https://en.wikipedia.org/wiki/Kiyomi_Iwata||
AAPI-1047|500037008|Q6391355|69158561|nr95006102|Izu, Kenro|Kenro Izu|1949||Japanese||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=kenro+izu&searchscope=1|Met Collection|https://www.metmuseum.org/art/collection/search?q=kenro+izu|Wikipedia|https://en.wikipedia.org/wiki/Kenro_Izu||
AAPI-0238|||||Izumi, Shinsaku|Shinsaku Izumi|1880|1941|Japanese||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Izumi%2C+Shinsaku%22%20or%20%22Shinsaku%20Izumi%22&searchscope=1||||||
AAPI-1209||Q109463006|||Jalan, Nidhi|Nidhi Jalan|||Indian||sculptor;ceramicist / potter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Jalan, Nidhi""%20or%20""Nidhi Jalan""&searchscope=1&SORT=A"||||||
AAPI-1210|||||Janchang, Gigi|Gigi Janchang|1947||Chinese||installation artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Janchang, Gigi""%20or%20""Gigi Janchang""&searchscope=1&SORT=A"||||||
AAPI-0746|||||Jang, Hong Seon|Hong Seon Jang|1971||Korean||installation artist;sculptor;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Jang%2C+Hong%20Seon%22%20or%20%22Hong%20Seon%20Jang%22&searchscope=1||||||
AAPI-0780|||||Jayo, Federico Dukoy|Federico Dukoy Jayo|1907|1978|Filipino/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Jayo,%20Federico%20Dukoy%22%20or%20%22Federico%20Dukoy%20Jayo%22&searchscope=1&SORT=A||||||
AAPI-1098||Q3161186|37806755|no2005072221|James Jean|James Jean|1979||Taiwanese||painter;illustrator|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22James+Jean%22+not+%220773487727%22+not+%229782021328240+%22+not+%229782809910735%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/James_Jean||
AAPI-1144|||||Jen, Che|Che Jen|1968||Korean||painter;muralist;ceramicist / potter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Jen, Che""%20or%20""Che Jen""&searchscope=1&SORT=A"||||||
AAPI-1211||Q25916674|2721148753686741320009||Jeon, Kyung|Kyung Jeon|1975||Korean||painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Jeon, Kyung""%20or%20""Kyung Jeon""&searchscope=1&SORT=A"||||||
AAPI-0979||Q42883452|10147266656335481167|no2016109222|Jetñil-Kijiner, Kathy|Kathy Jetñil-Kijiner|1989||Marshallese;Hawaiian (Kamaʻāina)||performance artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jet%C3%B1il-Kijiner%2C+Kathy%22+or+%22Kathy+Jet%C3%B1il-Kijiner%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Kathy_Jetn%CC%84il-Kijiner||
AAPI-0242|500330313|Q8061172|15716379|n2004019630|Ji, Yun-Fei|Yun-Fei Ji|1963||Chinese||painter;ink artist/calligrapher|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ji%2C+Yun-Fei%22+or+%22Yun-Fei+Ji%22+or+%22Yunfei+Ji%22+or+%22Ji+Yun-fei%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Ji%2C+Yun-Fei%22+or+%22Yun-Fei+Ji%22+or+%22Yunfei+Ji%22%26SORT%3DD|||Wikipedia|https://en.wikipedia.org/wiki/Yun-Fei_Ji|artasiamerica|http://artasiamerica.org//artist/detail/202 
AAPI-0747|500194042|Q21550675|||Jo, Sook Jin|Sook Jin Jo|1960||Korean||installation artist;multidisciplinary artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Jo%2C+Sook%20Jin%22%20or%20%22Sook%20Jin%20Jo%22&searchscope=1|||||artasiamerica|http://artasiamerica.org/artist/detail/166
AAPI-0781||Q741037|||Joe, Dale|Dale Joe|1928|2001|Chinese||designer;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Joe%2C+Dale%22%20or%20%22Dale%20Joe%22&searchscope=1||||||
AAPI-0901|||||John, Paul|Paul John|1985||||book/paper/zine artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22John%2C+Paul+%28Printmaker%29%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=XJohn%2C+Paul+%28Printmaker%29%26SORT%3DD||||||
AAPI-0244|500329621|Q16106303|78517793|no2005085970|Johnson, Indira Freitas|Indira Freitas Johnson|1943||Indian||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Johnson%2C+Indira%20Freitas%22%20or%20%22Indira%20Freitas%20Johnson%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Indira_Freitas_Johnson |artasiamerica|http://artasiamerica.org//artist/detail/117
AAPI-0245|500114643|Q55219058|42945257|no2004085100|Joo, Michael|Michael Joo|1966||Korean||conceptual artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Joo%2C+Michael%22%20or%20%22Michael%20Joo%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Michael_Joo||
AAPI-0247||Q24006838|||Jung, William|William Jung|||||painter;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jung%2C+William%22+or+%22William+Jung%22+not+carl&searchscope=1||||||
AAPI-1212|||||Junio, Kiam Marcelo|Kiam Marcelo Junio|||Filipino/a/x||interdisciplinary artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Junio, Kiam Marcelo""%20or%20""Kiam Marcelo Junio""&searchscope=1&SORT=A"||||||
AAPI-0782|||||Kagi, Tameya|Tameya Kagi|1851|1894|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Kagi,%20Tameya%22%20or%20%22Tameya%20Kagi%22&searchscope=1&SORT=A||||||
AAPI-0250|500077113|Q16107002|96228468||Kagoshima, E'wao|E'wao (Rocky; Iwao; Ewao) Kagoshima|1945||Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Ewao%20Kagoshima)&searchscope=1&SORT=R|||Wikipedia|https://en.wikipedia.org/wiki/E%27wao_Kagoshima#:~:text=Kagoshima%20was%20born%20in%20Niigata,lives%20and%20works%20in%20Queens.|artasiamerica|http://artasiamerica.org//artist/detail/168
AAPI-1288||Q106857982|||Kahanu, Noelle M. K. Y.|Noelle M. K. Y. Kahanu|||Native Hawaiian (Kānaka ʻŌiwi, Kānaka Maoli)|"Index of Indigenous and Native American Artists
"||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Kahanu, Noelle M.K.Y.""%20or%20""Noelle M.K.Y. Kahanu""&searchscope=1&SORT=A"||||||
AAPI-1311||Q45129119|250944793|no2014164055|Kahlon, Rajkamal|Rajkamal Kahlon|1974||Pakistani||interdisciplinary artist|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Kahlon, Rajkamal""%20or%20""Rajkamal Kahlon""&searchscope=1&SORT=A"|||Wikipedia|https://en.wikipedia.org/wiki/Rajkamal_Kahlon||
AAPI-0251|500122506|Q5568913|96584802|n2004013880|Kaino, Glenn|Glenn Akira Kaino|1972||Japanese||conceptual artist;multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Kaino%2C+Glenn%22+or+%22Glenn+Kaino%22+or+%22Glenn+Akira+Kaino%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Kaino%2C+Glenn%22+or+%22Glenn+Kaino%22%26SORT%3DA|||Wikipedia|https://en.wikipedia.org/wiki/Glenn_Kaino||
AAPI-1182||Q113467408|||Kajitani, Ban|Ban Kajitani|1941||Japanese||ceramicist / potter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Kajitani, Ban""%20or%20""Ban Kajitani""&searchscope=1&SORT=A"||||||
AAPI-1312|||||Kamal, Mona Saeed|Mona Saeed Kamal|||Indian||installation artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22mona%20kamal%22)&searchscope=1&SORT=R||||||
AAPI-1096|||||Kamifuji, Tom|Tom Kamifuji|1922|2015|Japanese||illustrator;printmaker;designer|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Kamifuji, Tom""%20or%20""Tom Kamifuji""&searchscope=1&SORT=A"||||||
AAPI-0253|500022593|Q20879010|11144782942649744361||Kamihira, Ben|Ben Kamihira|1925|2004|Japanese||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Kamihira%2C+Ben%22%20or%20%22Ben%20Kamihira%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Ben_Kamihira ||
AAPI-0783||Q6311471|104230360|nr2001047303|Kaneko, Jun|Jun Kaneko|1942||Japanese||ceramicist / potter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Kaneko%2C+Jun%22%20or%20%22Jun%20Kaneko%22&searchscope=1|||Wikipedia|https://en.wikipedia.org/wiki/Jun_Kaneko||
