Match point|ULAN ID|Library of Congress authority ID|Wikidata ID|Name|Birth date|Death date|Heritage/Ancestry|Watson Indexes|Description|Watsonline|Watsonline URL|Watsonline original|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|Notes
LA-0595||no2022088499||Trillo, Ada|||Mexican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trillo%2C+Ada%22%20or%20%22Ada+Trillo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Trillo, Ada""%20or%20""Ada Trillo""&searchscope=1&SORT=A"|||||based in Philladelphia, raised on the US/Mexico border of Juarez/El Paso
LA-0596|500336120||Q110140557|Trujillo, Irvin L.|1954||||textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trujillo%2C+Irvin+L.%22+or+%22Irvin+L.+Trujillo%22+or+%22irvin+trujillo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Trujillo%2C+Irvin+L.%22+or+%22Irvin+L.+Trujillo%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trujillo%2C+Irvin+L.%22+or+%22Irvin+L.+Trujillo%22+or+%22irvin+trujillo%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Trujillo%2C+Irvin+L.%22+or+%22Irvin+L.+Trujillo%22%26SORT%3DA|||||Active in NM
LA-0944||no2020128834||Trujillo, Sandra|||||ceramicist / potter;draftsperson;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Trujillo%2C+Sandra%22%20or%20%22Sandra+Trujillo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Trujillo, Sandra""%20or%20""Sandra Trujillo""&searchscope=1&SORT=A"|||||born in CA
LA-0104||n81004809|Q7282343|Tufiño, Rafael|1922|2008|Puerto Rican||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tufi%C3%B1o%2C%20Rafael%22%20or%20%22Rafael%20Tufi%C3%B1o%22&searchscope=1&SORT=A|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tufi%C3%B1o,%20Rafael%22%20or%20%22Rafael%20Tufi%C3%B1o%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Rafael_Tufi%C3%B1o|Met Collection|https://www.metmuseum.org/art/collection/search?q=Tufiño,%20Rafael&searchField=ArtistCulture|born in Brooklyn and lived there until 10 yrs, Guggenheim fellowship in 1954, served in the United States Army from 1943 to 1946, big advocate for the creation of El Museo del Barrio, no record of identifying as Nuyorican
LA-0597||nr98008537||Unzueta, Manuel|||Chicano/a/x|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Unzueta%2C+Manuel%22%20or%20%22Manuel+Unzueta%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Unzueta, Manuel""%20or%20""Manuel Unzueta""&searchscope=1&SORT=A"|||||born in East LASanta Barbara muralist
LA-0598|500489999|||Urista, Arturo|1961||Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Urista%2C+Arturo%22%20or%20%22Arturo+Urista%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Urista, Arturo""%20or%20""Arturo Urista""&searchscope=1&SORT=A"|||||Active in TX
LA-0006||no2002040241|Q110219274|Valadez, John M.|1951||Chicano/a/x;Mexican||draftsperson;muralist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valadez%2C+John%22+or+%22John+M.+Valadez%22+or+%22john+valadez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Valadez%2C+John+M.+%22+or+%22John+M.+Valadez%22+or+%22john+valadez%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valadez%2C+John%22+or+%22John+M.+Valadez%22+or+%22john+valadez%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Valadez%2C+John+M.+%22+or+%22John+M.+Valadez%22+or+%22john+valadez%22%26SORT%3DA|||||born in Boyle Heights, Los Angeles
LA-0599|||Q20824326|Valdés, Alberto|1918|1998|Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valdés%2C+Alberto%22%20or%20%22Alberto+Valdés%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valdés, Alberto""%20or%20""Alberto Valdés""&searchscope=1&SORT=A"|||||born in El Paso, Texas
LA-0600|||Q110140609|Valdez, Horacio|1929|1992|||Santero/a;carpenter/furniture maker;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valdez%2C+Horacio%22%20or%20%22Horacio+Valdez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valdez, Horacio""%20or%20""Horacio Valdez""&searchscope=1&SORT=A"|||||active in NM
LA-0007|500026685|no00103285|Q7148211|Valdez, Patssi|1951||Chicano/a/x;Mexican||ceramicist / potter;designer;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valdez%2C+Patssi%22%20or%20%22Patssi+Valdez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valdez, Patssi""%20or%20""Patssi Valdez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Patssi_Valdez|||born in Los Angeles, founding member of Asco
LA-0153|500490340|nr2006024194|Q54358567|Valdez, Vincent|1977||Mexican||ceramicist / potter;draftsperson;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valdez%2C+Vincent%22%20or%20%22Vincent+Valdez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valdez, Vincent""%20or%20""Vincent Valdez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Vincent_Valdez|||born in San Antonio, included in DePual LatinXAmerican
LA-0328|500346985|no2001053913|Q16150734|Vallejo, Linda|1951||Mexican||draftsperson;installation artist;mixed-media artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vallejo%2C+Linda%22%20or%20%22Linda+Vallejo%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vallejo, Linda""%20or%20""Linda Vallejo""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Linda_Vallejo|||Mexican American born in the US active in LA
LA-0601||no2016123868|Q23883964|Valverde, Mary|1975||||graphic artist;installation artist;multidisciplinary artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valverde%2C+Mary%22%20or%20%22Mary+Valverde%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valverde, Mary""%20or%20""Mary Valverde""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Mary_Valverde|||born in Queens
LA-0602|500334563||Q106612277|Valverde, Ricado|1946|1998|Chicano/a/x||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Valverde%2C+Ricado%22%20or%20%22Ricardo+Valverde%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Valverde, Ricado""%20or%20""Ricardo Valverde""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ricardo_Valverde|||LGBTQ artist active in LA
LA-1011||nr97029176|Q42578554|Vargas Pereira, Eugenia|1949||Chilean||performance artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vargas+Pereira%2C+Eugenia%22%20or%20%22Eugenia+Vargas+Pereira%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vargas Pereira, Eugenia""%20or%20""Eugenia Vargas Pereira""&searchscope=1&SORT=A"|||||
LA-0015|500332967|no95020872|Q6377329|Vargas, Kathy|1950||Chicano/a/x;Mexican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vargas%2C+Kathy%22%20or%20%22Kathy+Vargas%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vargas, Kathy""%20or%20""Kathy Vargas""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Kathy_Vargas|||born in Texas
LA-0604||||Vasquez, Raelis|||Afro-Latino/a/x;Dominican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vasquez%2C+Raelis%22%20or%20%22Raelis+Vasquez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vasquez, Raelis""%20or%20""Raelis Vasquez""&searchscope=1&SORT=A"|||||active in the US since 2002
LA-0605|500086388|n79097555|Q16106487|Vater, Regina|1943||Brazilian||installation artist;painter;photographer;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vater%2C+Regina%22%20or%20%22Regina+Vater%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vater, Regina""%20or%20""Regina Vater""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Regina_Vater|||born in Rio, moved to NYC in 1973
LA-0606|500354791|no2008109442|Q7944751|Vázquez, Victor|1950||Puerto Rican||mixed-media artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vázquez%2C+Victor%22%20or%20%22Victor+Vázquez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vázquez, Victor""%20or%20""Victor Vázquez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/V%C3%ADctor_V%C3%A1zquez_(artist)|||born in Puerto Rico, educated in NY
LA-0113|500333776|no2003014795|Q6751062|Vega, Manuel|1956||Nuyorican;Afro-Latino/a/x||designer;illustrator/cartoonist/comic book artist;installation artist;muralist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vega%2C+Manuel%22%20or%20%22Manuel+Vega%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vega, Manuel""%20or%20""Manuel Vega""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Manny_Vega|||born in the Bronx, part of  Taller Boricua 
LA-0139||n97107792|Q30903293|Venegas, Yvonne|1970||Mexican||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Venegas%2C+Yvonne%22%20or%20%22Yvonne+Venegas%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Venegas, Yvonne""%20or%20""Yvonne Venegas""&searchscope=1&SORT=A"|||||Born 1970 In Long Beach, CA, Raised In Tijuana. Now based In Mexico City 
LA-0607||n87901255||Vera Cortés, Eduardo|1926|2006|Puerto Rican||draftsperson;graphic artist;illustrator/cartoonist/comic book artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vera+Cortés%2C+Eduardo%22%20or%20%22Eduardo+Vera+Cortés%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vera Cortés, Eduardo""%20or%20""Eduardo Vera Cortés""&searchscope=1&SORT=A"|||||
LA-0610|500004009|n87146791|Q5026737|Vergara, Camilo José|1944||Chilean||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vergara%2C+Camilo+José%22%20or%20%22Camilo+José+Vergara%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vergara, Camilo José""%20or%20""Camilo José Vergara""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Camilo_Jos%C3%A9_Vergara|||Chilean born, NY based
LA-0609||||Vergara-Wilson, María|1943||Chicano/a/x||textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vergara-Wilson%2C+María%22%20or%20%22María+Vergara-Wilson%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vergara-Wilson, María""%20or%20""María Vergara-Wilson""&searchscope=1&SORT=A"|||||active in NM
LA-0329|500114751|n85130340|Q16117062|Vicuña, Cecilia|1948||Chilean||installation artist;performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vicuña%2C+Cecilia%22%20or%20%22Cecilia+Vicuña%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vicuña, Cecilia""%20or%20""Cecilia Vicuña""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Cecilia_Vicu%C3%B1a|||Chilean active in New York
LA-0087|||Q7322848|Viera, Ricardo|1945||Cuban||graphic artist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Viera%2C+Ricardo%22%20or%20%22Ricardo+Viera%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Viera, Ricardo""%20or%20""Ricardo Viera""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ricardo_Viera|||active in Boston, curator and artist
LA-0612||nr97012332|Q64657748|Vigil, Bernadette|1955||||illustrator/cartoonist/comic book artist;muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vigil%2C+Bernadette%22%20or%20%22Bernadette+Vigil%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vigil, Bernadette""%20or%20""Bernadette Vigil""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Bernadette_Vigil|||active in NM
LA-0114|500080714|no2010110439||Vigil, Frederico|1946||Mexican||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Vigil%2C+Frederico%22%20or%20%22Frederico+Vigil%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Vigil, Frederico""%20or%20""Frederico Vigil""&searchscope=1&SORT=A"|||||active in NM
LA-0855||no2012037658|Q5400840|Villa, Esteban|1930|2022|Chicano/a/x||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Villa%2C+Esteban%22%20or%20%22Esteban+Villa%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Villa, Esteban""%20or%20""Esteban Villa""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Esteban_Villa|||born in Tulare, CA
LA-0616||n81094461||Villarini, Pedro|1933|2009|Puerto Rican|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Villarini%2C+Pedro%22%20or%20%22Pedro+Villarini%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Villarini, Pedro""%20or%20""Pedro Villarini""&searchscope=1&SORT=A"|||||associated with El Museo del Barrio
LA-0615||||Villarreal, Raul|1964|2019|Cuban||graphic artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Villarreal%2C+Raul%22%20or%20%22Raul+Villarreal%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Villarreal, Raul""%20or%20""Raul Villarreal""&searchscope=1&SORT=A"|||||founder of the NeoLatino Collective, born in Havana, emigrated to Spain in 1972 then to the US in 1974, active in NJ
LA-0617||no2009058988|Q110140533|Viramontes, Xavier|1943||Mexican||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Viramontes%2C+Xavier%22%20or%20%22Xavier+Viramontes%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Viramontes, Xavier""%20or%20""Xavier Viramontes""&searchscope=1&SORT=A"|||||born in Richmond, CA, Associated with Galeria La Raza in 1970s
LA-0720|||Q110140612|Webster, Derek|1934|2009|Honduran||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Webster%2C+Derek%22%20or%20%22Derek+Webster%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Webster, Derek""%20or%20""Derek Webster""&searchscope=1&SORT=A"|||||born in Honduras, moved to Belize at 10, moved to US in 1964, active in Chicago, included in DePual LatinXAmerican
LA-0072||no96016804|Q21003202|Wells, Luis|1939||Argentinian|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Wells%2C+Luis%22+or+%22Luis+Alberto+Wells%22+or+%22Luis+Wells%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Wells%2C+Luis%22+or+%22Luis+Alberto+Wells%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Wells%2C+Luis%22+or+%22Luis+Alberto+Wells%22+or+%22Luis+Wells%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Wells%2C+Luis%22+or+%22Luis+Alberto+Wells%22%26SORT%3DA|||||lives in NY for nine years (1966-1975)
LA-0618||no2011157539|Q109767557|Wilson Grez, Liliana|1953||Chilean||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Wilson+Grez%2C+Liliana%22%20or%20%22Liliana+Wilson+Grez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Wilson Grez, Liliana""%20or%20""Liliana Wilson Grez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Liliana_Wilson_Grez|||born in Chile, moved to the US in 1977
LA-0973|500336507|no00041885|Q110219135|Yáñez, Larry|1949||Chicano/a/x||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Yáñez%2C+Larry%22%20or%20%22Larry+Yáñez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Yáñez, Larry""%20or%20""Larry Yáñez""&searchscope=1&SORT=A"|||||active in AZ
LA-0619|500775427|no2002035564|Q19825914|Yañez, René|1942|2018|Mexican||assemblage artist;painter;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Yañez%2C+René%22%20or%20%22René+Yañez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Yañez, René""%20or%20""René Yañez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Ren%C3%A9_Ya%C3%B1ez|||born in Tijuana, active in SF, father to Rio Yañez, co-founder of Galería de la Raza
LA-0721|500294251|no2008101336|Q96626884|Ybarra Jr., Mario|1973||Mexican||installation artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ybarra+Jr.%2C+Mario%22%20or%20%22Mario+Ybarra+Jr.%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ybarra Jr., Mario""%20or%20""Mario Ybarra Jr.""&searchscope=1&SORT=A"|||||included in DePual LatinXAmerican
LA-1033||||Ybarra, Frank|||||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ybarra%2C+Frank%22%20or%20%22Frank+Ybarra%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Ybarra, Frank""%20or%20""Frank Ybarra""&searchscope=1&SORT=A"|||||
LA-1013|500029355|||Yepes, George|1955||Chicano/a/x||muralist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Yepes%2C+George%22%20or%20%22George+Yepes%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Yepes, George""%20or%20""George Yepes""&searchscope=1&SORT=A"|||||
LA-0849|||Q106533397|Zapata, Sarah|1988||Peruvian||installation artist;multimedia artist;sculptor;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Zapata%2C+Sarah%22%20or%20%22Sarah+Zapata%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Zapata, Sarah""%20or%20""Sarah Zapata""&searchscope=1&SORT=A"|||||born in TX,
LA-0041|500031425|n81138346|Q946250|Zayas, Marius de|1880|1961|Mexican||illustrator/cartoonist/comic book artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Zayas%2C+Marius+de%22+or+%22Marius+de+Zayas%22&searchscope=1|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Zayas%2C+Marius+de%22+or+%22Marius+de+Zayas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Marius_de_Zayas|Met Collection|https://www.metmuseum.org/art/collection/search?q=Zayas,%20Marius%20de&searchField=ArtistCulture|born in Mexico, left during rule of Diaz, influential in the New York arts circles of the 1910s and 1920s, opened The Modern Gallery on Fifth Avenue in 1915 and changed the name to the De Zayas Gallery, settled in Connecticut
LA-0621|500354555|no2010129674||Zepeda, Anthony|||||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Zepeda%2C+Anthony%22+or+%22Anthony+Zepeda%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Zepeda%2C+Anthony%22+or+%22Anthony+%22Tony%22+Zepeda%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Zepeda%2C+Anthony%22+or+%22Anthony+Zepeda%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Zepeda%2C+Anthony%22+or+%22Anthony+%22Tony%22+Zepeda%22%26SORT%3DA|||||Worked at Gemini G.E.L printing studio where, for the next 11 years, he created works for artists such as David Hockney, Jasper Johns and Roy Lichtenstein
LA-0801|500451068|no2014145644|Q110229021|Zermeño, Andrew|1935||Chicano/a/x||graphic artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Zermeño%2C+Andrew%22%20or%20%22Andrew+Zermeño%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Zermeño, Andrew""%20or%20""Andrew Zermeño""&searchscope=1&SORT=A"|||||active in the Chicano Civil rights Movement in LA
LA-0746||||Zilliox, Marcus|||Mexican||photographer;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Zilliox%2C+Marcus%22%20or%20%22Marcus+Zilliox%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Zilliox, Marcus""%20or%20""Marcus Zilliox""&searchscope=1&SORT=A"|||||born in Phoenix, lives and works in Connecticut and New York City.
LA-1035|500093239|n85819387|Q155407|Basquiat, Jean-Michel|1960||Haitian (Ayitian);Puerto Rican;Afro-Latino/a/x|Index of African American Artists|collagist;draftsperson;graffiti/street artist;illustrator/cartoonist/comic book artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Basquiat%2C+Jean-Michel%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Basquiat%2C+Jean-Michel%22+or+%22Jean-Michel+Basquiat%22%26SORT%3DDX|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Basquiat%2C+Jean-Michel%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Basquiat%2C+Jean-Michel%22+or+%22Jean-Michel+Basquiat%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Jean-Michel_Basquiat|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Basquiat%2C+Jean-Michel%22&searchField=ArtistCulture|
LA-1036|500355608|no2013038770|Q28854693|Báez, Firelei|1981||Dominican;Haitian (Ayitian);Afro-Latino/a/x|Index of African American Artists|draftsperson;mixed-media artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Baez%2C+Firelei%22%20or%20%22Firelei+Baez%22&searchscope=1|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Baez%2C+Firelei%22%20or%20%22Firelei+Baez%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Firelei_B%C3%A1ez|||
LA-1037|500122120|nr94017639|Q5371847|Cruz, Emilio|1938||Cuban;Afro-Latino/a/x|Index of African American Artists|painter;performance artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Cruz%2C%20Emilio%22%20or%20%22Emilio%20Cruz%22%20not%20aguilar)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Cruz%2C%20Emilio%22%20or%20%22Emilio%20Cruz%22%20not%20aguilar)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Emilio_Cruz|||
LA-1038|500127969|no2003060370|Q79075550|Mariño, Armando|1968||Cuban;Afro-Latino/a/x|Index of African American Artists|painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22marino%2C+armando%22+or+%22armando+marino%22&searchscope=1|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22marino%2C+armando%22+or+%22armando+marino%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Armando_Mari%C3%B1o|||
LA-1039|500127962|no2017034906|Q21262103|Villalongo, William|1975||Puerto Rican;Afro-Latino/a/x|Index of African American Artists|collagist;installation artist;painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Villalongo%2C+William+%22%20or%20%22William+Villalongo%22&searchscope=1|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Villalongo%2C+William+%22%20or%20%22William+Villalongo%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/William_Villalongo|||
LA-1040||||White-Johnson, Jen|1980||Afro-Latino/a/x;Puerto Rican|Index of African American Artists; Index of Asian American and Pacific Islander Artists|book/zine artist;designer;photographer|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22White-Johnson%2C%20Jennifer%22%20or%20%22White-Johnson%2C%20Jen%22)%20or%20(%22jennifer%20white-johnson%22%20or%20%22jen%20white-johnson%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search/?searchtype=X&searcharg=%28jennifer+white-johnson%29+or+%28jen+white-johnson%29&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Jennifer_White-Johnson|||
