Match point|ULAN ID|Library of Congress authority ID|Wikidata ID|Name|Birth date|Death date|Heritage/Ancestry|Watson Indexes|Description|Watsonline|Watsonline URL|Watsonline original|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|Notes
LA-0866|||Q110228982|Coronado, Pepe|||Dominican||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Coronado%2C+Pepe%22%20or%20%22Pepe+Coronado%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Coronado, Pepe""%20or%20""Pepe Coronado""&searchscope=1&SORT=A"|||||based in NY
LA-0867|||Q110156062|Coronado, Sam|1946|2013|Chicano/a/x||painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Coronado%2C%20Sam%22%20or%20%22Sam%20Coronado%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Coronado%2C%20Sam%22%20or%20%22Sam%20Coronado%22)&searchscope=1&SORT=R|||||founder of Coronado Studio in Austin TX
LA-0081|500523359|no2015145471|Q104717280|Corral, Adriana|1983||||installation artist;multimedia artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Corral%2C+Adriana%22%20or%20%22Adriana+Corral%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Corral, Adriana""%20or%20""Adriana Corral""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Adriana_Corral|||born in El Paso, lives and works in Houston
LA-0648|||Q62018251|Cortez, Beatriz|1970||Salvadoran||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cortez%2C+Beatriz%22%20or%20%22Beatriz+Cortez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cortez, Beatriz""%20or%20""Beatriz Cortez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Beatriz_Cortez|||born San Salvador, El Salvador, lives and works in LA
LA-0227|500336105|n2002011262|Q5041954|Cortez, Carlos “Koyokuikatl” |1923|2005|Chicano/a/x||graphic artist;muralist;photographer;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cortez%2C+Carlos%22%20or%20%22Carlos+Cortez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cortez, Carlos""%20or%20""Carlos Cortez""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Carlos_Cortez|||born in Wisconsin
LA-0286|500124523|no2015087913|Q20010999|Costa, Eduardo|1940||Argentinian||conceptual artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Costa%2C+Eduardo%22%20or%20%22Eduardo+Costa%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Costa, Eduardo""%20or%20""Eduardo Costa""&searchscope=1&SORT=A"|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Costa,%20Eduardo&searchField=ArtistCulture|relocated to New York in the late 1960s, lived 25 years in US and 4 in Brazil
LA-0036|500122721|n81072746|Q1709505|Covarrubias, Miguel|1904|1957|Mexican||illustrator/cartoonist/comic book artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Covarrubias%2C+Miguel%22+or+%22Miguel+Covarrubias%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Covarrubias%2C+Miguel%22+or+%22Jos%7Bu00E9%7D+Miguel+Covarrubias+Duclaud%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Covarrubias%2C+Miguel%22+or+%22Miguel+Covarrubias%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Covarrubias%2C+Miguel%22+or+%22Jos%7Bu00E9%7D+Miguel+Covarrubias+Duclaud%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Miguel_Covarrubias|Met Collection|https://www.metmuseum.org/art/collection/search?q=Covarrubias,%20Miguel&searchField=ArtistCulture|born in Mexico City, moved to New York in 1923
LA-0793|500470450|nb2009018793|Q6896548|Crabapple, Molly|1983||Puerto Rican||book/zine artist;graphic artist;illustrator/cartoonist/comic book artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Crabapple%2C+Molly%22%20or%20%22Molly+Crabapple%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Crabapple, Molly""%20or%20""Molly Crabapple""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Molly_Crabapple|||born Jennifer Caban
LA-0301||nr2001021457|Q5933889|Crosthwaite, Hugo|1971||Mexican||draftsperson|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Crosthwaite%2C+Hugo%22%20or%20%22Hugo+Crosthwaite%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Crosthwaite, Hugo""%20or%20""Hugo Crosthwaite""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Hugo_Crosthwaite|||born in Tijuana, active between Tijuana and LA
LA-0042|500118209|no92001243|Q16105841|Cruz Azaceta, Luis|1942||Cuban||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz+Azaceta%2C+Luis%22+or+%22Luis+Cruz+Azaceta%22+or+%22Azaceta%2C+Luis+Cruz%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Cruz+Azaceta%2C+Luis%22+or+%22Luis+Cruz+Azaceta%22+or+%22Azaceta%2C+Luis%22%26SORT%3DA |"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz Azaceta, Luis""%20or%20""Luis Cruz Azaceta""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Luis_Cruz_Azaceta|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Cruz+Azaceta%2C+Luis%22&searchField=ArtistCulture|born in Havana, left Cuba at 18 for New York City
LA-0886||||Cruz, Ada Pilar|||Puerto Rican||ceramicist / potter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Ada+Pilar%22%20or%20%22Ada+Pilar+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Ada Pilar""%20or%20""Ada Pilar Cruz""&searchscope=1&SORT=A"|||||
LA-0649|||Q24248231|Cruz, David Antonio|1974||Puerto Rican;Afro-Latino/a/x||multidisciplinary artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+David+Antonio%22%20or%20%22David+Antonio+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, David Antonio""%20or%20""David Antonio Cruz""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/David_Antonio_Cruz|||included in LatinX Project's Afro Syncretic, born in Philadelphia and moved to Brooklyn at 19
LA-0228||||Cruz, Juan|1941||Puerto Rican||collagist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Juan%22%20or%20%22Juan+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Juan""%20or%20""Juan Cruz""&searchscope=1&SORT=A"|||||active in NY's lower east side
LA-0229|||Q116926851|Cruz, Lizania|||Dominican;Afro-Latino/a/x||designer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Lizania%22%20or%20%22Lizania+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Lizania""%20or%20""Lizania Cruz""&searchscope=1&SORT=A"|||||based in Bed-Stuy,  NY
LA-0868|500035436|n81087885|Q110228975|Cruz, Manuel|1931||Mexican||muralist;painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Manuel%22%20or%20%22Manuel+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Manuel""%20or%20""Manuel Cruz""&searchscope=1&SORT=A"|||||active in LA
LA-0230|||Q64746554|Cruz, Pura|1942||Puerto Rican||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Pura%22%20or%20%22Pura+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Pura""%20or%20""Pura Cruz""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Pura_Cruz|||born in Santurce, Puerto Rico and later moved and grew up in East Harlem, New York. Currently creates art in Long Island 
LA-0869|500263154|no2001074655|Q17350521|Cruz, Teddy|1962||Guatemalan||architect|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cruz%2C+Teddy%22%20or%20%22Teddy+Cruz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Cruz, Teddy""%20or%20""Teddy Cruz""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Teddy_Cruz|||born in Guatamala active in San Diego
LA-0870|||Q64009192|"Cuaron, Margarita ""Mita"""|1953||Mexican||printmaker|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Margarita%20AND%20Cuaron)%20or%20(Mita%20AND%20Cuaron)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(Margarita%20Cuaron)%20or%20(mita%20cuaron)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Margarita_%E2%80%9CMita%E2%80%9D_Cuaron|||active in LA
LA-0871|500118231|n94000700|Q22236638|Cuenca, Arturo|1955||Cuban||conceptual artist;graphic artist;painter;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cuenca%2C+Arturo%22+or+%22Arturo+Cuenca+Sigaretta%22+or+%22arturo+cuenca%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Cuenca%2C+Arturo%22+or+%22Arturo+Cuenca+Sigaretta%22%26SORT%3DA|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Cuenca%2C+Arturo%22+or+%22Arturo+Cuenca+Sigaretta%22+or+%22arturo+cuenca%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Cuenca%2C+Arturo%22+or+%22Arturo+Cuenca+Sigaretta%22%26SORT%3DA|||||active in NY since 1991
LA-0633||no201213047|Q26251370|Da Corte, Alex|1981||||conceptual artist;installation artist;painter;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Da+Corte%2C+Alex%22%20or%20%22Alex+Da+Corte%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Da Corte, Alex""%20or%20""Alex Da Corte""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Alex_Da_Corte|Met Collection|https://www.metmuseum.org/art/collection/search?q=Da%20Corte,%20Alex&searchField=ArtistCulture|born in NJ, grew up in Venezuela then back to NY
LA-0078|500125064|no2008000265|Q64755856|Damast, Elba|1944|2005|Venezuelan||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Damast%2C+Elba%22%20or%20%22Elba+Damast%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Damast, Elba""%20or%20""Elba Damast""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Elba_Damast|||moved to New York in 1972
LA-0650||||Dana Cohen, Karen|1982||||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dana+Cohen%2C+Karen%22%20or%20%22Karen+Dana+Cohen%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dana Cohen, Karen""%20or%20""Karen Dana Cohen""&searchscope=1&SORT=A"|||||included in DePual LatinXAmerican, born in Mexico City lives and works in Chicago
LA-0651||no2021128122|Q84852357|DaSilva, Marco|1991||Brazilian||graphic artist;multimedia artist;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22DaSilva%2C+Marco%22%20or%20%22Marco+DaSilva%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""DaSilva, Marco""%20or%20""Marco DaSilva""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Marco_DaSilva|||born in New York
LA-0231||||Dávila, Carlos|||Peruvian||painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dávila%2C+Carlos%22%20or%20%22Carlos+Dávila%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dávila, Carlos""%20or%20""Carlos Dávila""&searchscope=1&SORT=A"|||||emigrated to the US, active in CT
LA-0232|||Q64930668|Dávila, Maritza|1952||Puerto Rican||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dávila%2C+Maritza%22%20or%20%22Maritza+Dávila%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dávila, Maritza""%20or%20""Maritza Dávila""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Maritza_Davila_(artist)|||active in Tennessee
LA-0872|500119107|n88218573|Q17305826|Davis, Alonzo|1942||Brazilian;Afro-Latino/a/x||assemblage artist;muralist;painter;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Davis%2C+Alonzo%22%20or%20%22Alonzo+Davis%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Davis, Alonzo""%20or%20""Alonzo Davis""&searchscope=1&SORT=A"|||||active in LA
LA-0302|500125060|no00023581|Q7086720|De Amaral, Olga|1932||Colombian||sculptor;textile/fiber artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+Amaral%2C+Olga%22%20or%20%22Olga+De+Amaral%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De Amaral, Olga""%20or%20""Olga De Amaral""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Olga_de_Amaral|Met Collection|https://www.metmuseum.org/art/collection/search?q=De%20Amaral,%20Olga&searchField=ArtistCulture|Lived in New York and Michigan, now lives and works in Bogota
LA-0851||||De Castro, Lorraine|1946||Puerto Rican||ceramicist / potter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+Castro%2C+Lorraine%22%20or%20%22Lorraine+De+Castro%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De Castro, Lorraine""%20or%20""Lorraine De Castro""&searchscope=1&SORT=A"|||||
LA-0652||no2022098342|Q16193664|De Jesús, Nicolás|1960||Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+Jesús%2C+Nicolás%22%20or%20%22Nicolás+de+Jesús%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De Jesús, Nicolás""%20or%20""Nicolás de Jesús""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Nicol%C3%A1s_de_Jes%C3%BAs|||included in DePual LatinXAmerican, from the Nahua region of Guerrero, Mexico, moved to Chicago in 1980s
LA-0873|500119111|||De la Loza, Ernesto|1974||Mexican||installation artist;muralist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+la+Loza%2C+Ernesto%22%20or%20%22Ernesto+de+la+Loza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De la Loza, Ernesto""%20or%20""Ernesto de la Loza""&searchscope=1&SORT=A"|||||active in LA 
LA-0874||||De la Sota, Raoul|1937||Chicano/a/x||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+la+Sota%2C+Raoul%22%20or%20%22Raoul+de+la+Sota%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De la Sota, Raoul""%20or%20""Raoul de la Sota""&searchscope=1&SORT=A"|||||active in LA,  first Fulbright Fellowship ever awarded to a Chicano artist for a year's study in Peru
LA-0860|500116643|no2002077647|Q105882193|De la Torre, Einar|1963||Mexican||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+la+Torre%2C+Einar%22%20or%20%22Einar+De+la+Torre%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De la Torre, Einar""%20or%20""Einar De la Torre""&searchscope=1&SORT=A"|||||born in guadalajara, active in the US, Presently living and working in both Ensenada, Mexico and San Diego, California
LA-0303|500116644|no2002077648|Q105970098|De la Torre, Jamex|1960||Mexican||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+la+Torre%2C+Jamex%22%20or%20%22Jamex+de+la+Torre%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De la Torre, Jamex""%20or%20""Jamex de la Torre""&searchscope=1&SORT=A"|||||born in guadalajara, active in the US, Presently living and working in both Ensenada, Mexico and San Diego, California
LA-0937|500340543|no2008029815||De Orbegoso, Ana|1964||Peruvian||photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22De+Orbegoso%2C+Ana%22+or+%22Ana+De+Orbegoso%22+or+%22Orbegoso%2C+Ana%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22De+Orbegoso%2C+Ana%22+or+%22Ana+De+Orbegoso%22%26SORT%3DA|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""De Orbegoso, Ana""%20or%20""Ana De Orbegoso""&searchscope=1&SORT=A"|||||active in NY
LA-0341||||DeJesus Moleski, Amaryllis|||Puerto Rican||graphic artist;installation artist;performance artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22DeJesus+Moleski%2C+Amaryllis%22%20or%20%22Amaryllis+DeJesus+Moleski%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""DeJesus Moleski, Amaryllis""%20or%20""Amaryllis DeJesus Moleski""&searchscope=1&SORT=A"|||||queer artist, lives and works in Brooklyn NY
LA-0887||no2022102624||"Del Olmo, Rafael ""Redo"""|||Puerto Rican||ceramicist / potter|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(rafael%20AND%20redo%20AND%20%22del%20olmo%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(rafael%20AND%20redo%20AND%20%22del%20olmo%22)&searchscope=1&SORT=R|||||
LA-0981||||Delgado Martinez, Angelina|||||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Delgado+Martinez%2C+Angelina%22%20or%20%22Angelina+Delgado+Martinez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Delgado Martinez, Angelina""%20or%20""Angelina Delgado Martinez""&searchscope=1&SORT=A"|||||fifth generation tinsmith active in NM
LA-0105|500120272|||Delgado, Roberto|1944||Mexican||muralist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Delgado%2C%20Roberto%22%20or%20%22Roberto%20Delgado%22)%20and%20not%20a:(%22Cervantes%22)&searchscope=1&SORT=R|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Delgado%2C%20Roberto%22%20or%20%22Roberto%20Delgado%22)%20and%20not%20a:(%22Cervantes%22)&searchscope=1&SORT=R|||||born in LA, worked in Mexico a lot, lives half the time in Chiapas, half in LA’s Highland Park
LA-0875|||Q110140529|DeSiga, Daniel|1948||Chicano/a/x||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22DeSiga%2C+Daniel%22%20or%20%22Daniel+DeSiga%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""DeSiga, Daniel""%20or%20""Daniel DeSiga""&searchscope=1&SORT=A"|||||born in Walla Walla, active in Seattle
LA-0877|500335727|nr96025137|Q16728516|deSoto, Lewis|1954||Cahuilla|Index of Indigenous and Native American Artists|conceptual artist;photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22deSoto%2C+Lewis%22%20or%20%22Lewis+deSoto%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""deSoto, Lewis""%20or%20""Lewis deSoto""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Lewis_deSoto|||active in Southern California, descendent from the Spanish explorer Terbosio de Soto who married into the Cahuilla tribe in the early 20th century
LA-0681||no2015139600||Devereaux, Christie|||||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Devereaux%2C+Christie%22%20or%20%22Christie+Devereaux%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Devereaux, Christie""%20or%20""Christie Devereaux""&searchscope=1&SORT=A"|||||returned to NY in 1980 after living in Italy, part of the NeoLatino Collective
LA-0344|||Q64735798|Dias-Jorgensen, Aurora|||||painter;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dias-Jorgensen%2C+Aurora%22%20or%20%22Aurora+Dias-Jorgensen%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dias-Jorgensen, Aurora""%20or%20""Aurora Dias-Jorgensen""&searchscope=1&SORT=A"|||||Active in NY
LA-0069|500294209|no2017159607|Q110228995|Diaz, Alejandro|1963||Chicano/a/x;Mexican||conceptual artist;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Diaz%2C+Alejandro%22%20or%20%22Alejandro+Diaz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Diaz, Alejandro""%20or%20""Alejandro Diaz""&searchscope=1&SORT=A"|||||based in NYC originally from San Antonio
LA-0235||||Díaz, Juan|1981||Colombian||draftsperson;painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Díaz%2C+Juan%22%20or%20%22Juan+Díaz%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Díaz, Juan""%20or%20""Juan Díaz""&searchscope=1&SORT=A"|||||born in Bogota, active in Florida
LA-0748|||Q28740526|Dicochea, Claudio|||Mexican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dicochea%2C+Claudio%22%20or%20%22Claudio+Dicochea%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dicochea, Claudio""%20or%20""Claudio Dicochea""&searchscope=1&SORT=A"|||||born in CO, raised on MX/AZ border, included in DePual LatinXAmerican
LA-0158|500384784|no2022050930|Q28671181|Dignac, Geny|1932||Argentinian||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dignac%2C+Geny%22%20or%20%22Geny+Dignac%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dignac, Geny""%20or%20""Geny Dignac""&searchscope=1&SORT=A"|Wikipedia|https://en.wikipedia.org/wiki/Geny_Dignac|||moved to the Washington, D.C. area in 1954; she left in 1974 and settled in Arizona
LA-0236|500329625|n82137434|Q77465720|Dimas, Marcos|1943||Puerto Rican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dimas%2C+Marcos%22%20or%20%22Marcos+Dimas%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dimas, Marcos""%20or%20""Marcos Dimas""&searchscope=1&SORT=A"|||||active in NY
LA-0237||no2006094782|Q94428373|Dio Mendoza, Hector|1969||Mexican||sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dio+Mendoza%2C+Hector%22%20or%20%22Hector+Dio+Mendoza%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dio Mendoza, Hector""%20or%20""Hector Dio Mendoza""&searchscope=1&SORT=A"|||||born in Uruapan, Michoacan, Mexico. Moved to CA at age 12
LA-0345||||Disselkoen, Alexis|||Chicano/a/x||installation artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Disselkoen%2C+Alexis%22%20or%20%22Alexis+Disselkoen%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Disselkoen, Alexis""%20or%20""Alexis Disselkoen""&searchscope=1&SORT=A"|||||born and raised in LA
LA-0911||no2010109487|Q107399598|Dominguez, Eddie|1957||||ceramicist / potter;multimedia artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dominguez%2C+Eddie%22%20or%20%22Eddie+Dominguez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dominguez, Eddie""%20or%20""Eddie Dominguez""&searchscope=1&SORT=A"|||||born in 1957 in Tucumcari, New Mexico
LA-0238||n2014059933||Dominguez, Maria|||Nuyorican;Puerto Rican||painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Dominguez%2C+Maria%22%20or%20%22Maria+Dominguez%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Dominguez, Maria""%20or%20""Maria Dominguez""&searchscope=1&SORT=A"|||||Born in PR, moved to NYC in 1954
LA-0888|500489997|no2012006803|Q111080138|Donis, Alex|1964||||printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Donis%2C+Alex%22%20or%20%22Alex+Donis%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Donis, Alex""%20or%20""Alex Donis""&searchscope=1&SORT=A"|||||born in Chicago, queer artist
LA-0239|500075481|nr95038309|Q94278773|dos Santos, Jonas|1947||Brazilian||draftsperson;installation artist;muralist;painter;performance artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22dos+Santos%2C+Jonas%22%20or%20%22Jonas+dos+Santos%22&searchscope=1&SORT=A|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""dos Santos, Jonas""%20or%20""Jonas dos Santos""&searchscope=1&SORT=A"|||||came to the US in 1968
