Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
553|Tate, Mary Lee|||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Tate,%20Mary%20Lee%22%20or%20%22Mary%20Lee%20Tate%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1814|||Q118274111|||
554|Theodore, Shawn|1970||collagist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Theodore,%20Shawn%22%20or%20%22Shawn%20Theodore%22&searchscope=1&SORT=A|||||||Q108305975|||
555|Tillman, Daniel Norman|1899||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tillman%2C+Daniel%22+or+%22Daniel+Norman+Tillman%22+or+%22Daniel+Tillman%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Tillman%2C+Daniel+Norman%22+or+%22Daniel+Norman+Tillman%22%26SORT%3DDX|||AAVAD|https://wayback.archive-it.org/4472/20210306122643/http://216.197.120.164/artistbibliog.cfm?id=1816|||Q118274112|||
556|Tuggar, Fatimah|1967||installation artist; photographer; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Tuggar,%20Fatimah%22%20or%20%22Fatimah%20Tuggar%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Fatimah_Tuggar|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4719|||Q3740118|no2019187326|35388233|500329924
557|Udechukwu, Obiora|1946||painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Udechukwu,%20Obiora%22%20or%20%22Obiora%20Udechukwu%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Obiora_Udechukwu|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2262|||Q7074972|n88043437|95896139|500034734
558|Watts, Ouattara|1957||collagist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Watts,%20Ouattara%22%20or%20%22Ouattara%20Watts%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Ouattara_Watts|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=13060|||Q7110223|n90633613|75470640|500199294
559|Williams, Paul R.|1894||architect||Watsonline|"https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=""Williams,+Paul+R.""+or+""Paul+R.+Williams""&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Paul_R._Williams|AAVAD|https://wayback.archive-it.org/4472/20210307065211/http://216.197.120.164/artistbibliog.cfm?id=1668|||Q7154390|no93018464|22945708|500016793
560|Wilson, Mabel O.|1963||architect; designer||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Wilson%2C+Mabel+O.""+or+""Mabel+O.+Wilson""&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Mabel_O._Wilson|||||Q18813637|no2009087566|173293654|500264145
561|Woolfalk, Saya|1979||installation artist; multimedia artist; muralist; painter; time-based media artist|Index of Asian American and Pacific Islander Artists|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Woolfalk,%20Saya%22%20or%20%22Saya%20Woolfalk%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Saya_Woolfalk|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11229|||Q7429078|no2013130599|305857146|
562|Ajay, Abe|1919|1998|painter; assemblage artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=abe+ajay&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Abe_Ajay|||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Ajay,%20Abe&searchField=ArtistCulture|Q4666360|n85119203|262251981|500009952
563|amanze, ruby onyinyechi|1982||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=ruby+amanze&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ruby_Onyinyechi_Amanze|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=13445|||Q47540385|||
564|Bland, James|1909||||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Bland%2C%20James%22%20or%20%22James%20Bland%22%20not%20burges%20not%20burgess)&searchscope=4&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/20210317174056/http://216.197.120.164/artistbibliog.cfm?id=1667|||Q119171734|||
565|Braxton, William Ernest|1878|1932|painter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Braxton%2C+William%22+or+%22William+Ernest+Braxton%22+or+%22William+E.+Braxton%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=911|||Q105934793|nr95027551|251077004|500034449
567|Cadet, Widline|1992||photographer||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=""Cadet, Widline""%20or%20""Widline Cadet""&searchscope=1"|||||||Q118274113|||
568|Cochran, Marie|1962||installation artist; mixed-media artist||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Cochran%2C%20Marie%22%20or%20%22Marie%20Cochran%22%20or%20%22Marie%20Toni%20Cochran%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Marie_Cochran|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=520|||Q50104300||1330153954915800000000|
569|Collier, Golden|||book/zine artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22collier%2C+golden%22+or+%22golden+collier%22&searchscope=1|||||||Q118274114|||
570|"McCray, Darryl (""Cornbread"")"|1953||graffiti/street artist||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(cornbread%20graffiti)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Cornbread_(graffiti_artist)|||||Q5171088|||
571|Cousins, Harold|1916|1992|sculptor||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22cousins%2C%20harold%22%20or%20%22harold%20cousins%22)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=802|||Q1548881|nr97003982|170496910|500512496
572|Duyst-Akpem, D. Denenge|1972||book/zine artist; installation artist; performance artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Duyst-Akpem%2C+D.+Denenge%22%20or%20%22D.+Denenge+Duyst-Akpem%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/20210316214021/http://216.197.120.164/artistbibliog.cfm?id=10629|||Q85845653|||
573|Hodges, Reggie Burrows|1965||painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Hodges%2C%20Reggie%22%20or%20%22Reggie%20Burrows%20%20Hodges%22%20or%20%22Reggie%20Hodges%22)&searchscope=1&SORT=R|||||||Q111355153|||
574|Hussein, Shah Noor|||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22shah%22+and+%22noor%22+and+%22hussein%22&searchscope=1&HISTORY=|||||||Q118274115|||
575|Imani, Theophilus|||book/zine artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Imani%2C+Theophilus%22%20or%20%22Theophilus+Imani%22&searchscope=1|||||||Q118274117|||
576|Jeffers, Kacey|1988||photographer||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(kacey%20jeffers)&searchscope=1&SORT=R|||||||Q118274118|||
577|Johnson, Rindon|1990||book/zine artist; interdisciplinary artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=rindon+johnson&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Rindon_Johnson|||||Q45740656|||
578|McQueen, Wini|1943||textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Wini%20McQueen)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Wini_McQueen|||||Q23020850|||
579|Otis, Johnny|1921|2012|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Johnny%20Otis)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Johnny_Otis|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11986|||Q726315|n81082502|54333440|
580|Peters, Shani|1981||book/zine artist; printmaker; installation artist; social practice artist; collagist; time-based media artist; interdisciplinary artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22peters%2C+shani%22+or+%22Shani+peters%22&searchscope=1&sortdropdown=-&SORT=RZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=Xcornbread+graffiti%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Shani_Peters|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=13477|||Q28861789|||
581|Pfeiffer, Paul|1966||photographer; installation artist; time-based media artist; conceptual artist|Index of Asian American and Pacific Islander Artists|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Pfeiffer%2C%20Paul%22%20or%20%22Paul%20Pfeiffer%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Paul_Pfeiffer_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4800|||Q4384934|nr2002009770|96534659|500114660
582|Ross, David|1908|1980|printmaker||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Ross%2C%20David%2C%201908%E2%80%931980%22%20or%20%22David%20Ross%22)%20and%20(aaap)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8806|||Q119171736|||
583|Seabrooke, Georgette |1916|2011|illustrator; muralist||Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=""Seabrook, Georgette ""%20or%20""Georgette Seabrook""&searchscope=1"|Wikipedia|https://en.wikipedia.org/wiki/Georgette_Seabrooke|||Met Collection|https://www.metmuseum.org/art/collection/search?q=seabrooke%2C+georgette&searchField=ArtistCulture|Q5547086|n2019035607|96067509|500057892
584|Shakur, Fayemi|||interdisciplinary artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Shakur%2C+Fayemi%22%20or%20%22Fayemi+Shakur%22&searchscope=1|||||||Q118274120|||
585|Shields, L. Robert|||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Shields%2C+L.+Robert.%22%20or%20%22L.+Robert+Shields%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8583|||Q100240577|no2021027386|15161573520404500000|
586|Shimoyama, Devan|1989||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=devan+shimoyama&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=Xshimoyama%26SORT%3DD|||||||Q29958326|no2021030873||
587|Thurston, Neptune|||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Thurston,%20Neptune%22%20or%20%22Neptune%20Thurston%22&searchscope=1&SORT=A|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1291|||Q118274121|||
588|Waldemar, Patrick|||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Waldemar%2C+Patrick%22%20or%20%22Patrick+Waldemar%22&searchscope=1|||||||Q118274122|||
589|Weefur, Leila|||installation artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Weefur%2C+Leila%2C+artist%2C+author%22%20or%20%22Leila+Weefur%22&searchscope=1|||||||Q118274123|||
590|"White, Donald Joseph (""Dondi"")"|1961|1998|graffiti/street artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=dondi+graffiti&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/DONDI|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18148|||Q1241112|n2001006232|21481552|500097228
591|Wolford, Richard|||||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Wolford%2C+Richard%22%20or%20%22Richard+Wolford%22&searchscope=1|||||||Q118274124|||
592|Archibong, Inimfon “Ini” Joshua|1983||designer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=archibong&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ini_Archibong|||||Q107618924|||
593|Axt, Charles|1935||painter; sculptor||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22axt%2C+charles%22+or+%22charles+axt%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=753|||Q115771078|||500034461
594|Barboza, Anthony|1944||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Anthony+Barboza%22+or+%22Barboza%2C+Anthony%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Anthony_Barboza|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=20|||Q2852803|n84072474|96602377|500124748
595|Bomani, Neta|||book/zine artist; social practice artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=neta+bomani&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=abomani%2C+neta|||||||Q114841981|no2021102902|15163088304594500000|
596|Boone, Kurt|1959||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=kurt+boone&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Kurt_Boone|||||Q6446639|no2001062762|68584817|
597|Brown, Hilda Rue Wilkinson|1894|1981|painter||Watsonline|https://library.metmuseum.org/search~S4/?searchtype=X&searcharg=%22Brown%2C+Hilda%22+or+%22Hilda+Wilkinson+Brown%22+or+%22Hilda+Brown%22&searchscope=4&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Brown%2C+Hilda%22+or+%22Hilda+Wilkinson+Brown%22+or+%22Hilda+Brown%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Hilda_Rue_Wilkinson_Brown|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=39|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22brown%2C+hilda%22&searchField=ArtistCulture|Q64006082|no2022061896|54165322453716000000|
598|Coard, Jennifer|||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=jennifer+coard&searchscope=1&HISTORY=|||||||Q118274125|||
599|Conteh, Alfred Amadu|1975||sculptor; painter||Watsonline|https://library.metmuseum.org/search~S1/X?NOSRCH=alfred+conteh&searchscope=1&SORT=D&extended=0&SUBKEY=alfred+conteh|Wikipedia|https://en.wikipedia.org/wiki/Alfred_Amadu_Conteh|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=12509|||Q25344974|||
600|Cowans, Adger W.|1936||photographer; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=Adger+Cowans&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Anthony+Barboza%22+or+%22Barboza%2C+Anthony%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Adger_Cowans|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=317|||Q26695649|no98120635|75942113|500655797
601|Dawson, C. [Charles] Daniel|||photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22danny+dawson%22+or+%22daniel+dawson%22+or+%22dawson%2C+c.+daniel%22&searchscope=1&HISTORY=|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=3872|||Q104237024|||
602|Diallo, Nene Aïssatou |1996||interdisciplinary artist; photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=Nene+Diallo&searchscope=1|||||||Q118274126|||
603|Draper, Louis H.|1935|2002|photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22draper%2C+louis%22+or+%22louis+draper%22&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22danny+dawson%22+or+%22daniel+dawson%22+or+%22dawson%2C+c.+daniel%22%26SORT%3DD|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=843|||Q56025101|no2020033866|309814925|500333536
604|Durant, Sam|1961||illustrator; installation artist; multimedia artist; photographer; sculptor||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22durant%2C+sam%22+or+%22sam+durant%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sam_Durant|||||Q7407437|n2002011290|96574942|500121146
605|Fennar, Albert|1938|2018|photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=fennar&searchscope=1&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22draper%2C+louis%22+or+%22louis+draper%22%26SORT%3DD|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=2735|||Q109652115||7161878911933610000|500490595
606|Francis, [James] Ray|1937|2006|photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=ray+francis+kamoinge&searchscope=1&sortdropdown=-&SORT=DZ&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=Xray+francis+photo*%26SORT%3DD|||||||Q118274127|||
607|Goodridge, Glenalvin J.|1829|1867|photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=Goodridge%2C+Glenalvin&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Glenalvin_Goodridge|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=108|||Q56007503|n99051657|32889632|
608|Goodridge, Wallace L.|1840|1922|photographer||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=wallace+goodridge&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=108|||Q110082696|n99051659|30685068|
609|Goodridge, William O.|1846|1890|photographer||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(william%20goodridge%20photograph*)&searchscope=1&SORT=R|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=108|||Q110082740|n99051660|77207629|
