Wikidata ID|Display Name|Birth|Death|Indexes|Description|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|ULAN ID|VIAF ID|LC ID|Reference for inclusion as LGBTQIA+ artist|Reference for inclusion URL
Q46993268|Leone, Hillary|1962|||conceptual artist;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Hillary Leone%22+or+%22Leone, Hillary%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hillary_Leone|||http://vocab.getty.edu/page/ulan/500348474|https://viaf.org/viaf/292833172|nr94029817|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q62382042|Levitt, Nina||||time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Nina Levitt%22+or+%22Levitt, Nina%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nina_Levitt||||||The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q512065|Lewis, Edmonia*|1844|1907||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Edmonia+Lewis%22+or+%22Lewis%2C+Edmonia%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edmonia_Lewis|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Lewis, Edmonia%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500128440|https://viaf.org/viaf/187447029|no96049212|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q56226033|Ligon, Glenn|1960||Index of Black Artists of North America|conceptual artist; installation artist; mixed-media artist; painter; photographer; printmaker; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=d:(%22Ligon%2C%20Glenn%22%20)%20or%20(%22glenn%20ligon%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Glenn_Ligon|Met Collection|https://www.metmuseum.org/art/collection/search?q=Ligon,%20Glenn&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500191072|https://viaf.org/viaf/20490523|no95043564|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q6354621|Linzy, Kalup|1977||Index of Black Artists of North America|time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22linzy+kalup%22+or+%22kalup%2C+linzy%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kalup_Linzy|Met Collection|https://www.metmuseum.org/art/collection/search?q=linzy+kalup&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500127954|https://viaf.org/viaf/96627578|no2010148473|Artist interview, BOMB magazine|https://bombmagazine.org/articles/2008/07/01/kalup-linzy-1/
Q68223|List, Herbert|1903|1975||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Herbert List%22+or+%22List, Herbert%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Herbert_List|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22List, Herbert%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500001892|https://viaf.org/viaf/12381466|n81082971|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q1882222|Liuming, Ma|1969|||painter;performance artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ma Liuming%22+or+%22Liuming, Ma%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ma_Liuming|||http://vocab.getty.edu/page/ulan/500332934|https://viaf.org/viaf/25487222|no2007004436|Contemporary Queer Chinese Art|https://library.metmuseum.org:443/record=b2188261~S1
Q4733565|Lopez, Alma|1966||Index of Latine and Hispanic American Artists||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22López%2C+Alma%22%20or%20%22Alma+López%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Alma_L%C3%B3pez|||http://vocab.getty.edu/page/ulan/500523387|https://viaf.org/viaf/63698080|no2003056952|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q17300342|Lord, Catherine|1949|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Catherine Lord%22+or+%22Lord, Catherine%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Catherine_Lord||||https://viaf.org/viaf/6078148947873154950008|n87852383|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q758111|Lukacs, Attila Richard|1962|||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Attila Richard Lukacs%22+or+%22Lukacs, Attila Richard%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Attila_Richard_Lukacs|||http://vocab.getty.edu/page/ulan/500127861|https://viaf.org/viaf/42473348|nr94024990|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022541|Lynes, George Platt |1907|1955||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22George Platt Lynes%22+or+%22Lynes, George Platt %22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/George_Platt_Lynes|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Lynes, George Platt %22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500003292|https://viaf.org/viaf/61594303|n83044552|Artist's wikipedia entry|https://en.wikipedia.org/wiki/George_Platt_Lynes
Q129022531|Maberry, Sue|||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sue Maberry%22+or+%22Maberry, Sue%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q51731385|Macadams, Cynthia|1939|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Cynthia Macadams%22+or+%22Macadams, Cynthia%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Cynthia_MacAdams|||http://vocab.getty.edu/page/ulan/500334986|https://viaf.org/viaf/20952742|n79007280|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q20684657|Macdonald, Jennifer|1958|||conceptual artist;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jennifer Macdonald%22+or+%22Macdonald, Jennifer%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jennifer_Macdonald|||http://vocab.getty.edu/page/ulan/500344909|https://viaf.org/viaf/253724888;https://viaf.org/viaf/60704386|n90650803|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q55217878|MacDowall, Cyndra|1953|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Cyndra MacDowall%22+or+%22MacDowall, Cyndra%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Cyndra_MacDowall||||||The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q16732778|Majoli, Monica|1963|||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Monica Majoli%22+or+%22Majoli, Monica%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Monica_Majoli||||https://viaf.org/viaf/304467138||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q548298|Mammen, Jeanne|1890|1976||draftsperson;painter;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jeanne Mammen%22+or+%22Mammen, Jeanne%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jeanne_Mammen|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Mammen, Jeanne%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500010088|https://viaf.org/viaf/77108170|n81076802|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q129016862|Mapplethorpe, Robert|1946|1989||collagist;filmmaker;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Robert Mapplethorpe%22+or+%22Mapplethorpe, Robert%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Robert_Mapplethorpe|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Mapplethorpe, Robert%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500090430|https://viaf.org/viaf/41870374|n82131041|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022543|Martin, Agnes|1912|2004||draftsperson;painter;printmaker|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Agnes Martin%22+or+%22Martin, Agnes%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Agnes_Martin|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Martin, Agnes%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500024489|https://viaf.org/viaf/113022934|n50040906|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Agnes_Martin
Q96707029|Martin, Rosy||||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Rosy Martin%22+or+%22Martin, Rosy%22&searchscope=1||||||||The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q16221050|Martin, Shantell|1980||Index of Black Artists of North America|graphic artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=shantell+martin&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Shantell_Martin||||91151604|no2009107970|"Essence article ""16 LGBTQ Visual Artists to Know"""|https://www.essence.com/culture/16-lgbtq-visual-artists-to-know/#1042436
Q123363957|Martinez, Leslie|1985|||assemblage artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Leslie Martinez%22+or+%22Martinez, Leslie%22&searchscope=1||||||||Lehmann Maupin gallery bio|https://www.lehmannmaupin.com/art/leslie-martinez
Q129022533|Martínez, Majo||||book/zine artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Martinez%2C+Majo%22+or+%22Majo+Martinez%22&searchscope=1||||||||Artist's book: Gin girl / Majo Martínez|https://library.metmuseum.org:443/record=b2025660~S1
Q129022538|Matalon, Linda|1958|||draftsperson;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Linda Matalon%22+or+%22Matalon, Linda%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q113467501|Mattera, Joanne||||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Joanne Mattera%22+or+%22Mattera, Joanne%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022545|Maynard, Felicita Felli|1990||Index of Black Artists of North America|book/zine artist; multidisciplinary artist; photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=felli+felicita+maynard&searchscope=1||||||https://viaf.org/viaf/33161329882852132093|no2021014916|The Latine Project at NYU|https://www.Latineproject.nyu.edu/intervenxions/queerness-and-blackness-in-the-archivean-interview-with-felicita-felli-maynard
Q127328513|McCarney, Scott||||book/zine artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Scott McCarney%22+or+%22McCarney, Scott%22&searchscope=1||||||||"Article in AfterImage ""I Do?!: A Panel Discussion on Queer Cultural Activism"""|https://online.ucpress.edu/afterimage/article-abstract/42/1/28/20169/I-Do-A-Panel-Discussion-on-Queer-Cultural-Activism?redirectedFrom=fulltext
Q28661487|McCarty, Marlene|1957|||draftsperson;graphic artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Marlene McCarty%22+or+%22McCarty, Marlene%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Marlene_McCarty|||http://vocab.getty.edu/page/ulan/500332899|https://viaf.org/viaf/52589373|n94115213|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022549|McClodden, Tiona Nekkia|1981||Index of Black Artists of North America|conceptual artist; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22McClodden%2C+Tiona+Nekkia%22%20or%20%22Tiona+Nekkia+McClodden%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tiona_Nekkia_McClodden||||https://viaf.org/viaf/9471154198341020230007||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Tiona_Nekkia_McClodden
Q98523518|Medina, Ada||||draftsperson;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ada Medina%22+or+%22Medina, Ada%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022551|Mehretu, Julie|1970||Index of Black Artists of North America|painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Mehretu%2C+Julie+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Julie_Mehretu|Met Collection|https://www.metmuseum.org/art/collection/search?q=Mehretu,%20Julie&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500122539|https://viaf.org/viaf/96585050|n2003013213|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Julie_Mehretu
Q21176664|Meredith, Amaza Lee|1895|1994||architect;painter;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Amaza Lee Meredith%22+or+%22Meredith, Amaza Lee%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Amaza_Lee_Meredith||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Amaza_Lee_Meredith
Q75013396|Meza, Edumundo [Mundo]|1955|1985||installation artist;painter|Watsonline|https://library.metmuseum.org/search~S1?/X%22meza%2C+edumundo%22+or+%22edmundo+meza%22+or+%28meza+AND+mundo%29&searchscope=1&SORT=D/X%22meza%2C+edumundo%22+or+%22edmundo+meza%22+or+%28meza+AND+mundo%29&searchscope=1&SORT=D&SUBKEY=%22meza%2C+edumundo%22+or+%22edmundo+meza%22+or+(meza+AND+mundo)/1%2C6%2C6%2CB/browse#anchor_4|Wikipedia|https://en.wikipedia.org/wiki/Mundo_Meza||||||Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q931923|Michals, Duane|1932|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Duane Michals%22+or+%22Michals, Duane%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Duane_Michals|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Michals%2C+Duane%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500053930|https://viaf.org/viaf/14773893|n50031347|"Frieze article: ""Duane Michals Summons Queer Spirits, Past and Future"""|https://www.frieze.com/article/duane-michals-summons-queer-spirits-past-and-future
Q129016865|Michelangelo Buonarroti*|1475|1564||architect;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Michelangelo%22+or+%22Michelangelo%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Michelangelo|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Michelangelo+Buonarroti%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500010654|https://viaf.org/viaf/24585191|n80152368|Met blog article cites Carmen Baumbach and CUNY art history professor James M Saslow|https://www.metmuseum.org/blogs/now-at-the-met/2018/james-saslow-interview-michelangelo-poetry
Q129022491|Miller, Dutes|1965|||sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%28%22Dutes+Miller%22+or+%22Miller%2C+Dutes%22%29+or+%28Miller+AND+shellabarger%29&searchscope=1||||||||Western Exhibtions (gallery) bio|https://westernexhibitions.com/artist/miller-shellabarger/
Q292268|Millett, Kate|1934|2017||filmmaker;painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Kate Millett%22+or+%22Millett, Kate%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Kate_Millett|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Millett, Kate%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500340735|https://viaf.org/viaf/51693468|n79018615|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q2622560|Minshall, Peter|1941|||costume designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Peter Minshall%22+or+%22Minshall, Peter%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Peter_Minshall|||http://vocab.getty.edu/page/ulan/500117832|https://viaf.org/viaf/96554754|no2015019873|Erotic islands : art and activism in the queer Caribbean|https://library.metmuseum.org:443/record=b1972131~S1
Q6248972|Minton, John |1917|1957||graphic artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22John Minton%22+or+%22Minton, John %22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/John_Minton_(artist)|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Minton, John %22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500002270|https://viaf.org/viaf/27875504|nr93001436|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q16205523|Mitchell, Allyson|1957|1957||installation artist;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Allyson Mitchell%22+or+%22Mitchell, Allyson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Allyson_Mitchell||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Allyson_Mitchell
Q5294889|Moffett, Donald |1955|||designer;installation artist;painter;photographer;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Donald Moffett%22+or+%22Moffett, Donald %22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Donald_Moffett|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Moffett, Donald %22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500331352|https://viaf.org/viaf/15833127|nr99031249|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129016867|Mogutin, Slava|1974|||installation artist;painter;performance artist;photographer;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Slava Mogutin%22+or+%22Mogutin, Slava%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Slava_Mogutin||||https://viaf.org/viaf/10753888|no94038036|Wikidata|https://www.wikidata.org/wiki/Q2094353
Q16185492|Monkman, Kent|1965||Index of Indigenous and Native American Artists|installation artist; painter; performance artist; printmaker; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Monkman%2C+Kent%22+or+%22Kent+Monkman%22+or+%22Eagle+Testickle%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Monkman%2C+Kent%22+or+%22Kent+Monkman%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Kent_Monkman|Met Collection|https://www.metmuseum.org/art/collection/search?q=Monkman, Kent&searchField=ArtistCulture||http://viaf.org/viaf/89869550|no2009010705|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Kent_Monkman
Q119259705|Monsalve, Adriana|||Index of Latine and Hispanic American Artists|book/zine artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Monsalve%2C+Adriana%22+or+%22Adriana+Monsalve%22&searchscope=1|||||https://www.getty.edu/vow/ULANFullDisplay?find=Nemesio+Antunez&role=&nation=&prev_page=1&subjectid=500082877|||Making In Between: Queer Clay|https://library.metmuseum.org:443/record=b2193417~S1
Q129016854|Morales, Nelson|1982|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Nelson Morales%22+or+%22Morales, Nelson%22&searchscope=1||||||||Artist's website|https://nelsonmorales.mx/bio.html
Q7455542|Moreno, Cabrera Servando|1923|1981||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Servando Cabrera Moreno%22+or+%22Moreno, Cabrera Servando%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Servando_Cabrera_Moreno|||http://vocab.getty.edu/page/ulan/500118227|https://viaf.org/viaf/36754966|nr00013555|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q112131205|Morris, Devin N.|1986||Index of Black Artists of North America|book/zine artist; installation artist; photographer; time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(Devin%20Morris)&searchscope=1&SORT=R||||||||Just Smile Magazine interview|https://justsmilemagazine.com/home/devin-n-morris-artist-interview
Q129022545|Morris, Matt||||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Matt Morris%22+or+%22Morris, Matt%22&searchscope=1||||||||Interview in LVL3 (Chigago-based artist-run exhibition space)|LVL3 feature
Q129022551|Morrison, J.||||book/zine artist|Watsonline|https://library.metmuseum.org/search~S1?/a%22Morrison%2C+J.%22/amorrison+j/1%2C20%2C42%2CB/exact&FF=amorrison+j&1%2C5%2C||||||||Included in New York Queer Zine Fair|https://www.nyqzf.com/2023
Q5046272|Moyer, Carrie|1960|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Carrie Moyer%22+or+%22Moyer, Carrie%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Carrie_Moyer|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Moyer, Carrie%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500333367|https://viaf.org/viaf/300481080|no2014030236|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q146776|Muholi, Zanele|1972|||photographer;time-based media artist;installation artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Zanele Muholi%22+or+%22Muholi, Zanele%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Zanele_Muholi|||http://vocab.getty.edu/page/ulan/500356089|https://viaf.org/viaf/4686727|no2006071569|GLAD article: Three Black LGBTQ+ Artists You Should Know|https://www.glad.org/black-history-month-2024/
Q16185492|Nares, Jamie|1953|||time-based media artist;photographer;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jamie+Nares%22+or+%22James+Nares%22+or+%22Nares%2C+James%22&searchscope=1|||Met Collection|https://www.metmuseum.org/art/collection/search?q=nares+james||||Artist bio on Kasmin Gallery |https://www.kasmingallery.com/artists/2-jamie-nares/
Q60374861|Navarro, Ray|1964|1990||filmmaker;social practice artist;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ray Navarro%22+or+%22Navarro, Ray%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ray_Navarro||||https://viaf.org/viaf/1590157527354227300000||Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q7531|Nevelson, Louise|1899|1988||painter;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Louise Nevelson%22+or+%22Nevelson, Louise%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Louise_Nevelson|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Nevelson, Louise%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500001621|https://viaf.org/viaf/27069498|n79107791|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q5610214|Nicandro, Glugio (Gronk)|1954||Index of Latine and Hispanic American Artists|painter;performance artist;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Gronk%22%20or%20%22Glugio+Nicandro%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Gronk_(artist)|||http://vocab.getty.edu/page/ulan/500002645|https://viaf.org/viaf/74113082|nr96044687|Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q2149139|Nugent, Richard Bruce|1906|1987|Index of Black Artists of North America|painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22richard+bruce+nugent%22+or+%22nugent%2C+richard%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Richard_Bruce_Nugent|||http://vocab.getty.edu/page/ulan/500453733|https://viaf.org/viaf/7269164|nr93048468|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q85322798|Oakley, Be|1991|||book/zine artist;graphic artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Be Oakley%22+or+%22Oakley, Be%22&searchscope=1||||||||Artist's website|https://beoakley.com/
Q28674390|O'Arwisters, Ramekon||||textile/fiber artist;social practice artist;assemblage artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ramekon O'Arwisters%22+or+%22O'Arwisters, Ramekon%22&searchscope=1||||||||"Artist interview in 7x7: ""Artist Ramekon O'Arwisters Makes Crochet Cool Again With Social Justice-Themed Quilting Parties"""|https://www.7x7.com/artist-ramekon-oarwisters-makes-crochet-cool-again-with-social-justice-2132343853.html
Q128789007|Ohrem-Leclef, Marc||||filmmaker;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Marc Ohrem-Leclef%22+or+%22Ohrem-Leclef, Marc%22&searchscope=1||||||||Artist's website|https://www.marcleclef.net/bio/
Q50049|Opie, Catherine|1961|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Catherine Opie%22+or+%22Opie, Catherine%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Catherine_Opie|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Opie, Catherine%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500056896|https://viaf.org/viaf/96059854|nr98025094|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Catherine_Opie
Q922527|Orry-Kelly|1897|1964||costume designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Orry-Kelly%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Orry-Kelly||||https://viaf.org/viaf/55609835|n85342780|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Orry-Kelly
Q86878331|Ortiz, Luna Luis|1972|||photographer;social practice artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Luna Luis Ortiz%22+or+%22Ortiz, Luna Luis%22&searchscope=1||||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
