Wikidata ID|Display Name|Birth|Death|Indexes|Description|Watsonline|Watsonline URL|Wikipedia|Wikipedia URL|Met Collection|Met Collection URL|ULAN ID|VIAF ID|LC ID|Reference for inclusion as LGBTQIA+ artist|Reference for inclusion URL
Q41573662|Eakins, Thomas*|1844|1916||painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Thomas Eakins%22+or+%22Eakins, Thomas%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Thomas_Eakins|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Eakins, Thomas%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500115198|https://viaf.org/viaf/2478911|n80061185|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q6501744|Edison, Laurie Toby|1942|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Laurie Toby Edison%22+or+%22Edison, Laurie Toby%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Laurie_Toby_Edison||||https://viaf.org/viaf/1710853|n95001525|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129022491|Eisenman, Nicole|1965|||installation artist;painter;photographer;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Nicole Eisenman%22+or+%22Eisenman, Nicole%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nicole_Eisenman|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Eisenman, Nicole%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500124487|https://viaf.org/viaf/15703474|no2007118918|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q128789007|Ekine, Sokari||||photographer;social practice artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sokari+Ekine%22+or+%22Ekine%2C+Sokari%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sokari_Ekine||||https://viaf.org/viaf/122365981|no2010094132|Artist's website|https://www.sokariekine.me/bio
Q1140735|Elbe, Lili|1882|1931||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lili Elbe%22+or+%22Elbe, Lili%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lili_Elbe|||http://vocab.getty.edu/page/ulan/500189029|https://viaf.org/viaf/58988978|nr97031091|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q129016846|Ellis, Darrel|1958|1992|Index of Black Artists of North America|photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Ellis%2C+Darrel%22%20or%20%22Darrell+Ellis%22&searchscope=1|||Met Collection|https://www.metmuseum.org/art/collection/search?q=Ellis,%20Darrel&searchField=ArtistCulture||||The New Yorker|https://www.newyorker.com/culture/photo-booth/an-artist-lost-to-aids-finally-gets-his-due
Q111678635|Episalla, Joy|1957|||installation artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Joy Episalla%22+or+%22Episalla, Joy%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Joy_Episalla|||http://vocab.getty.edu/page/ulan/500333341|https://viaf.org/viaf/73777586|nr99029533|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q21284932|Esparza, Rafa|1981||Index of Latine and Hispanic American Artists|multidisciplinary artist;performance artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Esparza%2C+Rafa%22%20or%20%22Rafael+Esparza%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Rafa_Esparza||||https://viaf.org/viaf/5466149198300274940006||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Rafa_Esparza
Q55218625|Ewing, Lauren|1946|||installation artist;printmaker;sculptor;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lauren Ewing%22+or+%22Ewing, Lauren%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lauren_Ewing|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Ewing, Lauren%22&searchField=ArtistCulture||https://viaf.org/viaf/96396253|nr99026960|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q73729730|Fake, Edie|1980|||book/zine artist;painter;installation artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Edie Fake%22+or+%22Fake, Edie%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edie_Fake||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Edie_Fake
Q2168805|Fani-Kayode, Rotimi|1955|1989||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Rotimi Fani-Kayode%22+or+%22Fani-Kayode, Rotimi%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Rotimi_Fani-Kayode|||http://vocab.getty.edu/page/ulan/500202670|https://viaf.org/viaf/73073169|n93101244|Guggenheim artist bio|https://www.guggenheim.org/artwork/artist/rotimi-fani-kayode
Q15450342|Fasnacht, Heide|1951|||draftsperson;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Heide Fasnacht%22+or+%22Fasnacht, Heide%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Heide_Fasnacht|||http://vocab.getty.edu/page/ulan/500332460|https://viaf.org/viaf/79403758|n88014469|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022514|Fayaz, Mohammed|1990|||graphic artist;draftsperson|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Mohammed Fayaz%22+or+%22Fayaz, Mohammed%22&searchscope=1||||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q129022493|Fazlalizadeh, Tatyana|1985||Index of Black Artists of North America|painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Fazlalizadeh%2C+Tatyana%22%20or%20%22Tatyana+Fazlalizadeh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tatyana_Fazlalizadeh||||https://viaf.org/viaf/6146574866238150475||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q129022516|Ferrer, Ana||||installation artist;painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ana Ferrer%22+or+%22Ferrer, Ana%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q464011|Fini, Leonor|1907|1996||costume designer;designer;graphic artist;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Leonor Fini%22+or+%22Fini, Leonor%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Leonor_Fini|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Fini, Leonor%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500002643|https://viaf.org/viaf/100267237|n50005161|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q6688739|Fishman, Louise|1939|2021||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Louise Fishman%22+or+%22Fishman, Louise%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Louise_Fishman|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Fishman, Louise%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500118734|https://viaf.org/viaf/42645272|n85024381|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129016848|Flash, Lola|1959||Index of Black Artists of North America|photographer|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flash,%20Lola%22%20or%20%22Lola%20Flash%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Lola_Flash||||https://viaf.org/viaf/47163155780101310569||Artist's website|http://www.lolaflash.com/aboutlolaflash
Q129022519|Fleming, Connie||||fashion/clothing designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Connie Fleming%22+or+%22Fleming, Connie%22&searchscope=1||||||||We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q43761930|Fleming, Martha|1958||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Martha Fleming%22+or+%22Fleming, Martha%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Martha_Fleming||||https://viaf.org/viaf/9134782|n97091037|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q5367403|Flores, Elsa|1955||Index of Latine and Hispanic American Artists|graffiti/street artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22+or+%22elsa+flores%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Flores%2C+Elsa%22+or+%22Elsa+Flores+Almaraz%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Elsa_Flores|||http://vocab.getty.edu/page/ulan/500017087|https://viaf.org/viaf/95786074|n84039932|Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q128788985|Ford, Charles Henri|1908|2002||filmmaker;painter;photographer;printmaker|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Charles+Henri+Ford%22+or+%22Ford%2C+Charles+Henri%22&searchscope=4&sortdropdown=-&SORT=D&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Charles+Henri+Ford%22+or+%22Ford%2C+Charles+Henri%22%26SORT%3DD|Wikipedia|https://en.wikipedia.org/wiki/Charles_Henri_Ford|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Ford, Charles Henri%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500351485|https://viaf.org/viaf/45442548|n80037920|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Charles_Henri_Ford
Q23308253|Fowler, Eve|1964|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Eve Fowler%22+or+%22Fowler, Eve%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Eve_Fowler|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Fowler, Eve%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500265502|https://viaf.org/viaf/173076442|no2014117115|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Eve_Fowler
Q60678086|Fratino, Louis|1993|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Louis Fratino%22+or+%22Fratino, Louis%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Louis_Fratino|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Fratino, Louis%22&searchField=ArtistCulture||||Sikkema Jenkins gallery bio|https://www.sikkemajenkinsco.com/louis-fratino
Q7782284|French, Jared|1905|1988||draftsperson;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jared French%22+or+%22French, Jared%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jared_French|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22French, Jared%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500053389|https://viaf.org/viaf/55824515|n93053562|Toledo Museum object text|https://toledomuseum.org/collection/art-minute/art-minute-paul-cadmus-jerry
Q60833861|Fried, Nancy|1945|||painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Nancy Fried%22+or+%22Fried, Nancy%22&searchscope=1|||Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Fried, Nancy%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500110879|https://viaf.org/viaf/327149294085280520561|no95009279|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q19276624|Friedkin, Anthony|1949|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Anthony Friedkin%22+or+%22Friedkin, Anthony%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Anthony_Friedkin|||http://vocab.getty.edu/page/ulan/500344478|https://viaf.org/viaf/268318230|nr93016890|Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q5294395|Friend, Donald|1915|1989||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Donald Friend%22+or+%22Friend, Donald%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Donald_Friend|||http://vocab.getty.edu/page/ulan/500012412|https://viaf.org/viaf/69262921|n83210069|The Queer Encyclopedia of the Visual Arts|https://library.metmuseum.org:443/record=b1466091~S1
Q7325808|Fung, Richard|1954|||time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Richard Fung%22+or+%22Fung, Richard%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Richard_Fung|||http://vocab.getty.edu/page/ulan/500335377|https://viaf.org/viaf/33149106222768491869|no2001075454|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Richard_Fung
Q129022495|Ganesh, Chitra|1975||Index of Asian American and Pacific Islander Artists|muralist;draftsperson;installation artist;mixed-media artist;time-based media artist|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Ganesh%2C+Chitra%22%20or%20%22Chitra%20Ganesh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Chitra_Ganesh|||http://vocab.getty.edu/page/ulan/500471429|https://viaf.org/viaf/195782044|no2014074968|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Chitra_Ganesh
Q21964718|Garbasz, Yishay|1970|||installation artist;performance artist;photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Yishay Garbasz%22+or+%22Garbasz, Yishay%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Yishay_Garbasz||||https://viaf.org/viaf/86004639|no2009150543|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Yishay_Garbasz
Q5091911|Gaulke, Cheri|1954|||installation artist;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Cheri Gaulke%22+or+%22Gaulke, Cheri%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Cheri_Gaulke|||http://vocab.getty.edu/page/ulan/500346883|https://viaf.org/viaf/48793404|no92010481|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q684974|George Passmore (Gilbert & George)|1942|||performance artist;conceptual artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22gilbert+%26+george%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Gilbert_%26_George|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22gilbert+%26+george%22&searchField=ArtistCulture||||The Art Story bio|https://www.theartstory.org/artist/gilbert-and-george/
Q129016849|Gibson, Jeffrey|1972||Index of Indigenous and Native American Artists|mixed-media artist; multidisciplinary artist; painter; performance artist; ceramicist / potter; printmaker; sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Gibson%2C+Jeffrey%22+or+%22Jeffrey+Gibson%22&searchscope=1&sortdropdown=-&SORT=A&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Gibson%2C+Jeffrey%22+or+%22Jeffrey+Gibson%22+or+%22jeff+gibson%22%26SORT%3DA|Wikipedia|https://en.wikipedia.org/wiki/Jeffrey_Gibson||||||Artist's wikipedia entry|https://en.wikipedia.org/wiki/Jeffrey_Gibson
Q22086634|Gil de Montes, Roberto|1950||Index of Latine and Hispanic American Artists|painter|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Montes%2C+Roberto+Gil+de%22%20or%20%22Roberto+Gil+de+Montes%22&searchscope=1&SORT=A||||||||Axis Mundo : queer networks in Chicano L.A|https://library.metmuseum.org:443/record=b1954805~S1
Q684974|Gilbert Prousch (Gilbert & George)|1943|||performance artist;conceptual artist;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&searcharg=%22gilbert+%26+george%22&searchscope=1&HISTORY=|Wikipedia|https://en.wikipedia.org/wiki/Gilbert_%26_George|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22gilbert+%26+george%22&searchField=ArtistCulture||||The Art Story bio|https://www.theartstory.org/artist/gilbert-and-george/
Q77033|Gloeden, Wilhelm von|1856|1931||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Wilhelm von Gloeden%22+or+%22Gloeden, Wilhelm von%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Wilhelm_von_Gloeden|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Gloeden, Wilhelm von%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500003318|https://viaf.org/viaf/49226196|n81058618|Art and homosexuality : a history of ideas / Christopher Reed|https://library.metmuseum.org:443/record=b1752679~S1
Q129022497|Gober, Robert|1954|||draftsperson;installation artist;painter;photographer;printmaker;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Robert Gober%22+or+%22Gober, Robert%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Robert_Gober|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Gober, Robert%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500118768|https://viaf.org/viaf/20397121|n91006566|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Robert_Gober
Q30693403|Gomez, Ramiro|1986|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gom%C3%A9z%2C+Ramiro%2C+1986-%22+or+%22Ramiro+Gomez%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ramiro_Gomez||||https://viaf.org/viaf/34146331821218690863|no2016055600|We Are Here: Visionaries of Color Transforming the Art World|https://library.metmuseum.org:443/record=b2018705~S1
Q6781976|Gonzalez, Maria Elena|1957||Index of Latine and Hispanic American Artists|installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22González%2C+María+Elena%22%20or%20%22María+Elena+González%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/Mar%C3%ADa_Elena_Gonz%C3%A1lez|||http://vocab.getty.edu/page/ulan/500333758|https://viaf.org/viaf/66181220|no2004048083|Lesbian Art in America: A Contemporary History|https://library.metmuseum.org:443/record=b1290072~S1
Q129022499|González-Torres, Félix|1957|1996|Index of Latine and Hispanic American Artists|installation artist;sculptor|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22González-Torres%2C+Félix%22%20or%20%22Félix+González+Torres%22&searchscope=1&SORT=A|Wikipedia|https://en.wikipedia.org/wiki/F%C3%A9lix_Gonz%C3%A1lez-Torres|Met Collection|https://www.metmuseum.org/art/collection/search?q=Gonz%C3%A1lez-Torres%2C+F%C3%A9lix&searchField=ArtistCulture&era=A.D.+1900-present|http://vocab.getty.edu/page/ulan/500114715|https://viaf.org/viaf/115314866|no92029563|Artist's wikipedia entry|https://en.wikipedia.org/wiki/F%C3%A9lix_Gonz%C3%A1lez-Torres
Q28921785|Goodman, Brenda|1943|||painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Brenda Goodman%22+or+%22Goodman, Brenda%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Brenda_Goodman|||http://vocab.getty.edu/page/ulan/500103836|https://viaf.org/viaf/261787262|no2004124606|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q766166|Grant, Duncan|1885|1978||designer;painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Duncan Grant%22+or+%22Grant, Duncan%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Duncan_Grant|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Grant, Duncan%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500022746|https://viaf.org/viaf/24764783|n82211425|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Duncan_Grant
Q28871437|Green, Naima||||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Naima Green%22+or+%22Green, Naima%22&searchscope=1||||||||"Essence article ""16 LGBTQ Visual Artists to Know"""|https://www.essence.com/culture/16-lgbtq-visual-artists-to-know/#1042436
Q111577|Greer, Howard*|1896|1974||costume designer;fashion/clothing designer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Howard Greer%22+or+%22Greer, Howard%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Howard_Greer||||https://viaf.org/viaf/11869416|no91011442|VERIFY Probably was gay but I can't find a reliable source|
Q6962720|Grossman, Nancy|1940|||draftsperson;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Nancy Grossman%22+or+%22Grossman, Nancy%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nancy_Grossman|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Grossman, Nancy%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500067133|https://viaf.org/viaf/59886545|n50031010|Aware: Archive of Women Artists, Research, and Exhibitions entry|https://awarewomenartists.com/en/artiste/nancy-grossman/
Q129022501|Gupta, Sunil|1953|||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Sunil Gupta%22+or+%22Gupta, Sunil%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sunil_Gupta_(photographer)|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Gupta, Sunil%22&searchField=ArtistCulture||https://viaf.org/viaf/15032467|no2004017599|AnOther magazine|https://www.anothermag.com/art-photography/12821/sunil-gupta-nick-sethi-from-here-to-eternity-lovers-ten-years-on
Q97609995|Gutierrez, Martine|1989|||photographer;performance artist;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Martine Gutierrez%22+or+%22Gutierrez, Martine%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Martine_Gutierrez||||https://viaf.org/viaf/7154257800124150087||New York Times|https://www.nytimes.com/2021/08/13/arts/design/Martine-Gutierrez-bus-shelter-photos.html
Q114878247|Hall, Gordon|1983|||performance artist;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Gordon Hall%22+or+%22Hall, Gordon%22&searchscope=1||||||https://viaf.org/viaf/125147662947660550876|no2016131651|Interior Design interview|https://interiordesign.net/designwire/10-questions-with-gordon-hall/
Q129022504|Halsey, Lauren|1987|||installation artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lauren Halsey%22+or+%22Halsey, Lauren%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lauren_Halsey|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Halsey, Lauren%22&searchField=ArtistCulture||https://viaf.org/viaf/8664157884841160620007|no2023051245|W Magazine interview|https://www.wmagazine.com/culture/lauren-halsey-artist-met-museum-rooftop-installation
Q456923|Hammer, Barbara|1939|2019||filmmaker;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Barbara Hammer%22+or+%22Hammer, Barbara%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Barbara_Hammer|||http://vocab.getty.edu/page/ulan/500352411|https://viaf.org/viaf/292722145|no92028351|Wikidata|https://www.wikidata.org/wiki/Q456923
Q129022506|Hammond, Harmony|1944|||painter;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Harmony Hammond%22+or+%22Hammond, Harmony%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Harmony_Hammond|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Hammond, Harmony%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500106709|https://viaf.org/viaf/96477687|n80082845|Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q129022521|Han, Donna|||||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Donna Han%22+or+%22Han, Donna%22&searchscope=1||||||||Lesbian art in America : a contemporary history / Harmony Hammond|https://library.metmuseum.org:443/record=b1290072~S1
Q6837065|Handelman, Michelle|1960|||filmmaker;time-based media artist|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Michelle Handelman%22+or+%22Handelman, Michelle%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Michelle_Handelman|||http://vocab.getty.edu/page/ulan/500352645|https://viaf.org/viaf/68568973|no99061374|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Michelle_Handelman
Q129022508|Hang, Linda Zeb|1986||Index of Asian American and Pacific Islander Artists|printmaker;book/zine artist;performance artist;painter|Watsonline|"https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=""Hang, Linda Zeb""%20or%20""Linda Zeb Hang""&searchscope=1&SORT=A"||||||||(self-identification; conveyed during visit to Watson with Jared Ash)|
Q129022510|Hang, Ren|1987|2017||photographer|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Ren Hang%22+or+%22Hang, Ren%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Ren_Hang_(photographer)||||https://viaf.org/viaf/306257387|no2015058831|Artist's wikipedia entry|https://en.wikipedia.org/wiki/Ren_Hang_(photographer)
Q129022512|Haring, Keith|1958|1990||draftsperson;graphic artist;muralist;painter;photographer;sculptor|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Keith+Haring%22+or+%22Haring%2C+Keith%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Keith_Haring|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Haring, Keith%22&searchField=ArtistCulture|http://vocab.getty.edu/page/ulan/500024253|https://viaf.org/viaf/27139591|n82252982|Wikidata|https://www.wikidata.org/wiki/Q485635
Q21029502|Harkness, Hilary|1971|||painter|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Harkness%2C+Hilary%22+or+%22Hilary+Harkness%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hilary_Harkness|||http://vocab.getty.edu/page/ulan/500333920|https://viaf.org/viaf/62642346|no2023140802|BOMB magazine|https://bombmagazine.org/articles/2023/10/30/hilary-harkness-by-cassie-packard/
